,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse,Temperature.air@OLYM_LaCrosse
12/18/2012 05:00:00,-7.935,,,1
12/18/2012 06:00:00,-7.902,,,1
12/18/2012 07:00:00,-8.066,,,1
12/18/2012 08:00:00,-8.099,,,1
12/18/2012 09:00:00,-8.331,,,1
12/18/2012 10:00:00,-8.132,,,1
12/18/2012 11:00:00,-7.51,,,1
12/18/2012 12:00:00,-6.515,,,1
12/18/2012 13:00:00,-6.834,,,1
12/18/2012 14:00:00,-6.357,,,1
12/18/2012 15:00:00,-6.642,,,1
12/18/2012 16:00:00,-6.994,,,1
12/18/2012 17:00:00,-7.608,,,1
12/18/2012 18:00:00,-8,,,1
12/18/2012 19:00:00,-8,,,1
12/18/2012 20:00:00,-8.165,,,1
12/18/2012 21:00:00,-8,,,1
12/18/2012 22:00:00,-7.968,,,1
12/18/2012 23:00:00,-7.673,,,1
12/19/2012 00:00:00,-7.413,,,1
12/19/2012 01:00:00,-7.219,,,1
12/19/2012 02:00:00,-6.962,,,1
12/19/2012 03:00:00,-6.642,,,1
12/19/2012 04:00:00,-6.262,,,1
12/19/2012 05:00:00,-6.168,,,1
12/19/2012 06:00:00,-5.791,,,1
12/19/2012 07:00:00,-4.865,,,1
12/19/2012 08:00:00,-4.621,,,1
12/19/2012 09:00:00,-4.743,,,1
12/19/2012 10:00:00,-4.469,,,1
12/19/2012 11:00:00,-3.747,,,1
12/19/2012 12:00:00,-3.717,,,1
12/19/2012 13:00:00,-3.627,,,1
12/19/2012 14:00:00,-3.777,,,1
12/19/2012 15:00:00,-4.106,,,1
12/19/2012 16:00:00,-4.499,,,1
12/19/2012 17:00:00,-4.773,,,1
12/19/2012 18:00:00,-4.957,,,1
12/19/2012 19:00:00,-4.743,,,1
12/19/2012 20:00:00,-4.287,,,1
12/19/2012 21:00:00,-4.227,,,1
12/19/2012 22:00:00,-4.469,,,1
12/19/2012 23:00:00,-4.59,,,1
12/20/2012 00:00:00,-5.049,,,1
12/20/2012 01:00:00,-4.499,,,1
12/20/2012 02:00:00,-3.508,,,1
12/20/2012 03:00:00,-3.33,,,1
12/20/2012 04:00:00,-3.212,,,1
12/20/2012 05:00:00,-3.301,,,1
12/20/2012 06:00:00,-3.568,,,1
12/20/2012 07:00:00,-3.687,,,1
12/20/2012 08:00:00,-3.866,,,1
12/20/2012 09:00:00,-4.106,,,1
12/20/2012 10:00:00,-4.137,,,1
12/20/2012 11:00:00,-4.197,,,1
12/20/2012 12:00:00,-4.137,,,1
12/20/2012 13:00:00,-4.318,,,1
12/20/2012 14:00:00,-4.348,,,1
12/20/2012 15:00:00,-4.469,,,1
12/20/2012 16:00:00,-4.926,,,1
12/20/2012 17:00:00,-4.804,,,1
12/20/2012 18:00:00,-5.141,,,1
12/20/2012 19:00:00,-5.264,,,1
12/20/2012 20:00:00,-5.357,,,1
12/20/2012 21:00:00,-5.511,,,1
12/20/2012 22:00:00,-5.667,,,1
12/20/2012 23:00:00,-5.636,,,1
12/21/2012 00:00:00,-5.605,,,1
12/21/2012 01:00:00,-5.667,,,1
12/21/2012 02:00:00,-5.979,,,1
12/21/2012 03:00:00,-5.76,,,1
12/21/2012 04:00:00,-5.791,,,1
12/21/2012 05:00:00,-5.698,,,1
12/21/2012 06:00:00,-5.449,,,1
12/21/2012 07:00:00,-5.264,,,1
12/21/2012 08:00:00,-5.018,,,1
12/21/2012 09:00:00,-5.018,,,1
12/21/2012 10:00:00,-5.172,,,1
12/21/2012 11:00:00,-4.651,,,1
12/21/2012 12:00:00,-4.197,,,1
12/21/2012 13:00:00,-4.167,,,1
12/21/2012 14:00:00,-4.227,,,1
12/21/2012 15:00:00,-4.348,,,1
12/21/2012 16:00:00,-4.076,,,1
12/21/2012 17:00:00,-4.046,,,1
12/21/2012 18:00:00,-4.53,,,1
12/21/2012 19:00:00,-5.079,,,1
12/21/2012 20:00:00,-5.172,,,1
12/21/2012 21:00:00,-4.865,,,1
12/21/2012 22:00:00,-4.257,,,1
12/21/2012 23:00:00,-4.106,,,1
12/22/2012 00:00:00,-3.956,,,1
12/22/2012 01:00:00,-3.777,,,1
12/22/2012 02:00:00,-3.747,,,1
12/22/2012 03:00:00,-3.836,,,1
12/22/2012 04:00:00,-3.866,,,1
12/22/2012 05:00:00,-3.479,,,1
12/22/2012 06:00:00,-3.39,,,1
12/22/2012 07:00:00,-3.212,,,1
12/22/2012 08:00:00,-2.888,,,1
12/22/2012 09:00:00,-3.153,,,1
12/22/2012 10:00:00,-3.301,,,1
12/22/2012 11:00:00,-3.271,,,1
12/22/2012 12:00:00,-3.39,,,1
12/22/2012 13:00:00,-3.538,,,1
12/22/2012 14:00:00,-3.479,,,1
12/22/2012 15:00:00,-3.419,,,1
12/22/2012 16:00:00,-3.449,,,1
12/22/2012 17:00:00,-3.657,,,1
12/22/2012 18:00:00,-3.986,,,1
12/22/2012 19:00:00,-3.956,,,1
12/22/2012 20:00:00,-4.743,,,1
12/22/2012 21:00:00,-4.651,,,1
12/22/2012 22:00:00,-4.318,,,1
12/22/2012 23:00:00,-4.257,,,1
12/23/2012 00:00:00,-4.287,,,1
12/23/2012 01:00:00,-4.408,,,1
12/23/2012 02:00:00,-4.257,,,1
12/23/2012 03:00:00,-4.167,,,1
12/23/2012 04:00:00,-4.167,,,1
12/23/2012 05:00:00,-4.227,,,1
12/23/2012 06:00:00,-4.257,,,1
12/23/2012 07:00:00,-4.408,,,1
12/23/2012 08:00:00,-4.348,,,1
12/23/2012 09:00:00,-4.408,,,1
12/23/2012 10:00:00,-4.408,,,1
12/23/2012 11:00:00,-4.318,,,1
12/23/2012 12:00:00,-4.167,,,1
12/23/2012 13:00:00,-3.986,,,1
12/23/2012 14:00:00,-3.717,,,1
12/23/2012 15:00:00,-3.657,,,1
12/23/2012 16:00:00,-3.687,,,1
12/23/2012 17:00:00,-3.777,,,1
12/23/2012 18:00:00,-3.926,,,1
12/23/2012 19:00:00,-4.046,,,1
12/23/2012 20:00:00,-4.167,,,1
12/23/2012 21:00:00,-4.348,,,1
12/23/2012 22:00:00,-4.439,,,1
12/23/2012 23:00:00,-4.682,,,1
12/24/2012 00:00:00,-4.743,,,1
12/24/2012 01:00:00,-4.834,,,1
12/24/2012 02:00:00,-4.895,,,1
12/24/2012 03:00:00,-4.957,,,1
12/24/2012 04:00:00,-5.079,,,1
12/24/2012 05:00:00,-5.449,,,1
12/24/2012 06:00:00,-5.823,,,1
12/24/2012 07:00:00,-6.388,,,1
12/24/2012 08:00:00,-6.994,,,1
12/24/2012 09:00:00,-7.543,,,1
12/24/2012 10:00:00,-7.738,,,1
12/24/2012 11:00:00,-7.122,,,1
12/24/2012 12:00:00,-4.651,,,1
12/24/2012 13:00:00,-4.076,,,1
12/24/2012 14:00:00,-3.39,,,1
12/24/2012 15:00:00,-3.508,,,1
12/24/2012 16:00:00,-4.016,,,1
12/24/2012 17:00:00,-4.895,,,1
12/24/2012 18:00:00,-5.326,,,1
12/24/2012 19:00:00,-5.605,,,1
12/24/2012 20:00:00,-5.823,,,1
12/24/2012 21:00:00,-5.823,,,1
12/24/2012 22:00:00,-5.823,,,1
12/24/2012 23:00:00,-5.979,,,1
12/25/2012 00:00:00,-6.073,,,1
12/25/2012 01:00:00,-6.105,,,1
12/25/2012 02:00:00,-5.698,,,1
12/25/2012 03:00:00,-5.018,,,1
12/25/2012 04:00:00,-5.141,,,1
12/25/2012 05:00:00,-5.079,,,1
12/25/2012 06:00:00,-4.926,,,1
12/25/2012 07:00:00,-4.834,,,1
12/25/2012 08:00:00,-4.957,,,1
12/25/2012 09:00:00,-4.773,,,1
12/25/2012 10:00:00,-4.621,,,1
12/25/2012 11:00:00,-4.895,,,1
12/25/2012 12:00:00,-4.56,,,1
12/25/2012 13:00:00,-4.318,,,1
12/25/2012 14:00:00,-3.687,,,1
12/25/2012 15:00:00,-3.419,,,1
12/25/2012 16:00:00,-3.449,,,1
12/25/2012 17:00:00,-3.33,,,1
12/25/2012 18:00:00,-3.479,,,1
12/25/2012 19:00:00,-3.419,,,1
12/25/2012 20:00:00,-2.771,,,1
12/25/2012 21:00:00,-2.976,,,1
12/25/2012 22:00:00,-3.035,,,1
12/25/2012 23:00:00,-2.976,,,1
12/26/2012 00:00:00,-2.918,,,1
12/26/2012 01:00:00,-2.654,,,1
12/26/2012 02:00:00,-2.625,,,1
12/26/2012 03:00:00,-2.625,,,1
12/26/2012 04:00:00,-2.683,,,1
12/26/2012 05:00:00,-2.654,,,1
12/26/2012 06:00:00,-2.537,,,1
12/26/2012 07:00:00,-2.625,,,1
12/26/2012 08:00:00,-2.742,,,1
12/26/2012 09:00:00,-2.8,,,1
12/26/2012 10:00:00,-2.742,,,1
12/26/2012 11:00:00,-2.742,,,1
12/26/2012 12:00:00,-2.276,,,1
12/26/2012 13:00:00,-2.276,,,1
12/26/2012 14:00:00,-2.537,,,1
12/26/2012 15:00:00,-2.479,,,1
12/26/2012 16:00:00,-2.654,,,1
12/26/2012 17:00:00,-2.771,,,1
12/26/2012 18:00:00,-2.771,,,1
12/26/2012 19:00:00,-2.8,,,1
12/26/2012 20:00:00,-3.094,,,1
12/26/2012 21:00:00,-3.271,,,1
12/26/2012 22:00:00,-3.33,,,1
12/26/2012 23:00:00,-3.39,,,1
12/27/2012 00:00:00,-3.538,,,1
12/27/2012 01:00:00,-3.538,,,1
12/27/2012 02:00:00,-3.449,,,1
12/27/2012 03:00:00,-3.627,,,1
12/27/2012 04:00:00,-3.836,,,1
12/27/2012 05:00:00,-3.896,,,1
12/27/2012 06:00:00,-3.926,,,1
12/27/2012 07:00:00,-3.986,,,1
12/27/2012 08:00:00,-4.408,,,1
12/27/2012 09:00:00,-4.621,,,1
12/27/2012 10:00:00,-4.197,,,1
12/27/2012 11:00:00,-3.866,,,1
12/27/2012 12:00:00,-0.339,,,1
12/27/2012 13:00:00,-1.071,,,1
12/27/2012 14:00:00,-1.929,,,1
12/27/2012 15:00:00,-2.596,,,1
12/27/2012 16:00:00,-3.006,,,1
12/27/2012 17:00:00,-3.153,,,1
12/27/2012 18:00:00,-3.836,,,1
12/27/2012 19:00:00,-4.287,,,1
12/27/2012 20:00:00,-4.227,,,1
12/27/2012 21:00:00,-4.227,,,1
12/27/2012 22:00:00,-4.469,,,1
12/27/2012 23:00:00,-4.257,,,1
12/28/2012 00:00:00,-3.687,,,1
12/28/2012 01:00:00,-3.538,,,1
12/28/2012 02:00:00,-3.419,,,1
12/28/2012 03:00:00,-3.301,,,1
12/28/2012 04:00:00,-3.242,,,1
12/28/2012 05:00:00,-3.301,,,1
12/28/2012 06:00:00,-3.479,,,1
12/28/2012 07:00:00,-3.508,,,1
12/28/2012 08:00:00,-3.568,,,1
12/28/2012 09:00:00,-3.598,,,1
12/28/2012 10:00:00,-3.36,,,1
12/28/2012 11:00:00,-2.859,,,1
12/28/2012 12:00:00,-2.102,,,1
12/28/2012 13:00:00,-1.327,,,1
12/28/2012 14:00:00,-0.902,,,1
12/28/2012 15:00:00,-0.704,,,1
12/28/2012 16:00:00,-0.873,,,1
12/28/2012 17:00:00,-1.185,,,1
12/28/2012 18:00:00,-1.47,,,1
12/28/2012 19:00:00,-1.727,,,1
12/28/2012 20:00:00,-1.9,,,1
12/28/2012 21:00:00,-2.102,,,1
12/28/2012 22:00:00,-2.305,,,1
12/28/2012 23:00:00,-2.537,,,1
12/29/2012 00:00:00,-2.8,,,1
12/29/2012 01:00:00,-3.36,,,1
12/29/2012 02:00:00,-3.301,,,1
12/29/2012 03:00:00,-3.065,,,1
12/29/2012 04:00:00,-2.771,,,1
12/29/2012 05:00:00,-2.918,,,1
12/29/2012 06:00:00,-3.39,,,1
12/29/2012 07:00:00,-3.36,,,1
12/29/2012 08:00:00,-3.39,,,1
12/29/2012 09:00:00,-3.39,,,1
12/29/2012 10:00:00,-3.271,,,1
12/29/2012 11:00:00,-2.742,,,1
12/29/2012 12:00:00,-1.384,,,1
12/29/2012 13:00:00,-1.958,,,1
12/29/2012 14:00:00,-1.413,,,1
12/29/2012 15:00:00,-1.47,,,1
12/29/2012 16:00:00,-1.384,,,1
12/29/2012 17:00:00,-1.584,,,1
12/29/2012 18:00:00,-2.276,,,1
12/29/2012 19:00:00,-2.334,,,1
12/29/2012 20:00:00,-2.508,,,1
12/29/2012 21:00:00,-2.947,,,1
12/29/2012 22:00:00,-3.896,,,1
12/29/2012 23:00:00,-4.682,,,1
12/30/2012 00:00:00,-4.773,,,1
12/30/2012 01:00:00,-5.667,,,1
12/30/2012 02:00:00,-6.483,,,1
12/30/2012 03:00:00,-6.388,,,1
12/30/2012 04:00:00,-6.579,,,1
12/30/2012 05:00:00,-7.09,,,1
12/30/2012 06:00:00,-7.026,,,1
12/30/2012 07:00:00,-7.09,,,1
12/30/2012 08:00:00,-7.673,,,1
12/30/2012 09:00:00,-8.331,,,1
12/30/2012 10:00:00,-8.463,,,1
12/30/2012 11:00:00,-7.026,,,1
12/30/2012 12:00:00,-1.613,,,1
12/30/2012 13:00:00,-3.124,,,1
12/30/2012 14:00:00,0.135,,,1
12/30/2012 15:00:00,-1.384,,,1
12/30/2012 16:00:00,-1.814,,,1
12/30/2012 17:00:00,-4.53,,,1
12/30/2012 18:00:00,-6.483,,,1
12/30/2012 19:00:00,-6.834,,,1
12/30/2012 20:00:00,-6.962,,,1
12/30/2012 21:00:00,-6.962,,,1
12/30/2012 22:00:00,-6.642,,,1
12/30/2012 23:00:00,-5.574,,,1
12/31/2012 00:00:00,-5.264,,,1
12/31/2012 01:00:00,-5.11,,,1
12/31/2012 02:00:00,-4.834,,,1
12/31/2012 03:00:00,-4.469,,,1
12/31/2012 04:00:00,-4.469,,,1
12/31/2012 05:00:00,-4.469,,,1
12/31/2012 06:00:00,-4.106,,,1
12/31/2012 07:00:00,-4.287,,,1
12/31/2012 08:00:00,-3.986,,,1
12/31/2012 09:00:00,-3.956,,,1
12/31/2012 10:00:00,-3.657,,,1
12/31/2012 11:00:00,-3.449,,,1
12/31/2012 12:00:00,-2.918,,,1
12/31/2012 13:00:00,-3.33,,,1
12/31/2012 14:00:00,-3.36,,,1
12/31/2012 15:00:00,-3.006,,,1
12/31/2012 16:00:00,-3.271,,,1
12/31/2012 17:00:00,-3.212,,,1
12/31/2012 18:00:00,-4.895,,,1
12/31/2012 19:00:00,-5.202,,,1
12/31/2012 20:00:00,-5.202,,,1
12/31/2012 21:00:00,-5.916,,,1
12/31/2012 22:00:00,-5.854,,,1
12/31/2012 23:00:00,-5.823,,,1
01/01/2013 00:00:00,-5.948,,,1
01/01/2013 01:00:00,-5.916,,,1
01/01/2013 02:00:00,-5.388,,,1
01/01/2013 03:00:00,-5.264,,,1
01/01/2013 04:00:00,-5.264,,,1
01/01/2013 05:00:00,-5.511,,,1
01/01/2013 06:00:00,-5.295,,,1
01/01/2013 07:00:00,-4.987,,,1
01/01/2013 08:00:00,-4.651,,,1
01/01/2013 09:00:00,-4.712,,,1
01/01/2013 10:00:00,-4.59,,,1
01/01/2013 11:00:00,-3.271,,,1
01/01/2013 12:00:00,0.687,,,1
01/01/2013 13:00:00,0.107,,,1
01/01/2013 14:00:00,0.88,,,1
01/01/2013 15:00:00,0.024,,,1
01/01/2013 16:00:00,0.495,,,1
01/01/2013 17:00:00,-0.76,,,1
01/01/2013 18:00:00,-1.814,,,1
01/01/2013 19:00:00,-2.334,,,1
01/01/2013 20:00:00,-2.654,,,1
01/01/2013 21:00:00,-2.654,,,1
01/01/2013 22:00:00,-2.537,,,1
01/01/2013 23:00:00,-2.45,,,1
01/02/2013 00:00:00,-3.065,,,1
01/02/2013 01:00:00,-2.947,,,1
01/02/2013 02:00:00,-2.918,,,1
01/02/2013 03:00:00,-2.742,,,1
01/02/2013 04:00:00,-2.508,,,1
01/02/2013 05:00:00,-2.596,,,1
01/02/2013 06:00:00,-2.45,,,1
01/02/2013 07:00:00,-1.929,,,1
01/02/2013 08:00:00,-2.218,,,1
01/02/2013 09:00:00,-2.508,,,1
01/02/2013 10:00:00,-2.479,,,1
01/02/2013 11:00:00,-1.015,,,1
01/02/2013 12:00:00,1.398,,,1
01/02/2013 13:00:00,0.852,,,1
01/02/2013 14:00:00,4.037,,,1
01/02/2013 15:00:00,1.289,,,1
01/02/2013 16:00:00,8.717,,,1
01/02/2013 17:00:00,-0.423,,,1
01/02/2013 18:00:00,-1.929,,,1
01/02/2013 19:00:00,-2.508,,,1
01/02/2013 20:00:00,-2.334,,,1
01/02/2013 21:00:00,-2.508,,,1
01/02/2013 22:00:00,-2.363,,,1
01/02/2013 23:00:00,-2.976,,,1
01/03/2013 00:00:00,-2.392,,,1
01/03/2013 01:00:00,-2.363,,,1
01/03/2013 02:00:00,-1.47,,,1
01/03/2013 03:00:00,-1.986,,,1
01/03/2013 04:00:00,-2.566,,,1
01/03/2013 05:00:00,-1.756,,,1
01/03/2013 06:00:00,-1.929,,,1
01/03/2013 07:00:00,-0.845,,,1
01/03/2013 08:00:00,-1.128,,,1
01/03/2013 09:00:00,-0.958,,,1
01/03/2013 10:00:00,-1.242,,,1
01/03/2013 11:00:00,1.099,,,1
01/03/2013 12:00:00,3.221,,,1
01/03/2013 13:00:00,1.588,,,1
01/03/2013 14:00:00,6.102,,,1
01/03/2013 15:00:00,1.832,,,1
01/03/2013 16:00:00,-0.004,,,1
01/03/2013 17:00:00,-0.143,,,1
01/03/2013 18:00:00,-0.845,,,1
01/03/2013 19:00:00,-2.131,,,1
01/03/2013 20:00:00,-1.814,,,1
01/03/2013 21:00:00,-1.756,,,1
01/03/2013 22:00:00,-0.902,,,1
01/03/2013 23:00:00,-1.242,,,1
01/04/2013 00:00:00,-1.1,,,1
01/04/2013 01:00:00,-0.845,,,1
01/04/2013 02:00:00,-0.591,,,1
01/04/2013 03:00:00,-0.479,,,1
01/04/2013 04:00:00,-0.648,,,1
01/04/2013 05:00:00,-0.535,,,1
01/04/2013 06:00:00,-0.283,,,1
01/04/2013 07:00:00,-0.116,,,1
01/04/2013 08:00:00,-0.06,,,1
01/04/2013 09:00:00,-0.06,,,1
01/04/2013 10:00:00,-0.283,,,1
01/04/2013 11:00:00,-0.507,,,1
01/04/2013 12:00:00,-0.395,,,1
01/04/2013 13:00:00,-0.451,,,1
01/04/2013 14:00:00,0.163,,,1
01/04/2013 15:00:00,0.218,,,1
01/04/2013 16:00:00,0.522,,,1
01/04/2013 17:00:00,-0.451,,,1
01/04/2013 18:00:00,-0.986,,,1
01/04/2013 19:00:00,-1.67,,,1
01/04/2013 20:00:00,-1.47,,,1
01/04/2013 21:00:00,-1.441,,,1
01/04/2013 22:00:00,-1.613,,,1
01/04/2013 23:00:00,0.079,,,1
01/05/2013 00:00:00,0.329,,,1
01/05/2013 01:00:00,-0.479,,,1
01/05/2013 02:00:00,-0.171,,,1
01/05/2013 03:00:00,0.079,,,1
01/05/2013 04:00:00,0.384,,,1
01/05/2013 05:00:00,-0.62,,,1
01/05/2013 06:00:00,-1.584,,,1
01/05/2013 07:00:00,-1.1,,,1
01/05/2013 08:00:00,-0.873,,,1
01/05/2013 09:00:00,-1.213,,,1
01/05/2013 10:00:00,-1.498,,,1
01/05/2013 11:00:00,-1.015,,,1
01/05/2013 12:00:00,-0.986,,,1
01/05/2013 13:00:00,-1.1,,,1
01/05/2013 14:00:00,-1.128,,,1
01/05/2013 15:00:00,-1.413,,,1
01/05/2013 16:00:00,-1.842,,,1
01/05/2013 17:00:00,-1.986,,,1
01/05/2013 18:00:00,-2.247,,,1
01/05/2013 19:00:00,-1.929,,,1
01/05/2013 20:00:00,-1.958,,,1
01/05/2013 21:00:00,-2.189,,,1
01/05/2013 22:00:00,-2.479,,,1
01/05/2013 23:00:00,-3.124,,,1
01/06/2013 00:00:00,-3.449,,,1
01/06/2013 01:00:00,-3.598,,,1
01/06/2013 02:00:00,-3.568,,,1
01/06/2013 03:00:00,-3.449,,,1
01/06/2013 04:00:00,-3.479,,,1
01/06/2013 05:00:00,-3.449,,,1
01/06/2013 06:00:00,-3.807,,,1
01/06/2013 07:00:00,-4.197,,,1
01/06/2013 08:00:00,-5.264,,,1
01/06/2013 09:00:00,-5.48,,,1
01/06/2013 10:00:00,-4.227,,,1
01/06/2013 11:00:00,-3.657,,,1
01/06/2013 12:00:00,-3.271,,,1
01/06/2013 13:00:00,-3.508,,,1
01/06/2013 14:00:00,-3.508,,,1
01/06/2013 15:00:00,-3.896,,,1
01/06/2013 16:00:00,-3.687,,,1
01/06/2013 17:00:00,-3.538,,,1
01/06/2013 18:00:00,-3.449,,,1
01/06/2013 19:00:00,-3.035,,,1
01/06/2013 20:00:00,-3.006,,,1
01/06/2013 21:00:00,-2.859,,,1
01/06/2013 22:00:00,-2.596,,,1
01/06/2013 23:00:00,-1.986,,,1
01/07/2013 00:00:00,-1.699,,,1
01/07/2013 01:00:00,-1.699,,,1
01/07/2013 02:00:00,-1.327,,,1
01/07/2013 03:00:00,-0.902,,,1
01/07/2013 04:00:00,-0.171,,,1
01/07/2013 05:00:00,0.051,,,1
01/07/2013 06:00:00,-0.088,,,1
01/07/2013 07:00:00,-0.227,,,1
01/07/2013 08:00:00,-0.032,,,1
01/07/2013 09:00:00,0.051,,,1
01/07/2013 10:00:00,0.163,,,1
01/07/2013 11:00:00,0.301,,,1
01/07/2013 12:00:00,0.384,,,1
01/07/2013 13:00:00,0.495,,,1
01/07/2013 14:00:00,0.495,,,1
01/07/2013 15:00:00,0.079,,,1
01/07/2013 16:00:00,-0.116,,,1
01/07/2013 17:00:00,-0.255,,,1
01/07/2013 18:00:00,-0.873,,,1
01/07/2013 19:00:00,-1.756,,,1
01/07/2013 20:00:00,-1.986,,,1
01/07/2013 21:00:00,-2.479,,,1
01/07/2013 22:00:00,-2.683,,,1
01/07/2013 23:00:00,-2.712,,,1
01/08/2013 00:00:00,-3.568,,,1
01/08/2013 01:00:00,-3.39,,,1
01/08/2013 02:00:00,-3.568,,,1
01/08/2013 03:00:00,-4.287,,,1
01/08/2013 04:00:00,-4.106,,,1
01/08/2013 05:00:00,-3.926,,,1
01/08/2013 06:00:00,-4.651,,,1
01/08/2013 07:00:00,-4.926,,,1
01/08/2013 08:00:00,-4.865,,,1
01/08/2013 09:00:00,-4.318,,,1
01/08/2013 10:00:00,-1.47,,,1
01/08/2013 11:00:00,0.079,,,1
01/08/2013 12:00:00,0.079,,,1
01/08/2013 13:00:00,0.135,,,1
01/08/2013 14:00:00,0.495,,,1
01/08/2013 15:00:00,0.742,,,1
01/08/2013 16:00:00,0.687,,,1
01/08/2013 17:00:00,0.962,,,1
01/08/2013 18:00:00,0.522,,,1
01/08/2013 19:00:00,0.329,,,1
01/08/2013 20:00:00,0.522,,,1
01/08/2013 21:00:00,0.577,,,1
01/08/2013 22:00:00,0.66,,,1
01/08/2013 23:00:00,0.329,,,1
01/09/2013 00:00:00,0.024,,,1
01/09/2013 01:00:00,-0.06,,,1
01/09/2013 02:00:00,-1.47,,,1
01/09/2013 03:00:00,-2.189,,,1
01/09/2013 04:00:00,-2.683,,,1
01/09/2013 05:00:00,-2.888,,,1
01/09/2013 06:00:00,-3.094,,,1
01/09/2013 07:00:00,-3.39,,,1
01/09/2013 08:00:00,-3.508,,,1
01/09/2013 09:00:00,-3.777,,,1
01/09/2013 10:00:00,-4.016,,,1
01/09/2013 11:00:00,-4.016,,,1
01/09/2013 12:00:00,-4.137,,,1
01/09/2013 13:00:00,-4.016,,,1
01/09/2013 14:00:00,-4.257,,,1
01/09/2013 15:00:00,-4.469,,,1
01/09/2013 16:00:00,-4.957,,,1
01/09/2013 17:00:00,-5.791,,,1
01/09/2013 18:00:00,-6.073,,,1
01/09/2013 19:00:00,-6.738,,,1
01/09/2013 20:00:00,-7.738,,,1
01/09/2013 21:00:00,-7.51,,,1
01/09/2013 22:00:00,-7.155,,,1
01/09/2013 23:00:00,-7.381,,,1
01/10/2013 00:00:00,-7.09,,,1
01/10/2013 01:00:00,-8.297,,,1
01/10/2013 02:00:00,-7.64,,,1
01/10/2013 03:00:00,-9.954,,,1
01/10/2013 04:00:00,-9.679,,,1
01/10/2013 05:00:00,-10.231,,,1
01/10/2013 06:00:00,-10.898,,,1
01/10/2013 07:00:00,-10.934,,,1
01/10/2013 08:00:00,-10.511,,,1
01/10/2013 09:00:00,-9.989,,,1
01/10/2013 10:00:00,-9.713,,,1
01/10/2013 11:00:00,-6.834,,,1
01/10/2013 12:00:00,-5.729,,,1
01/10/2013 13:00:00,-5.948,,,1
01/10/2013 14:00:00,-5.916,,,1
01/10/2013 15:00:00,-6.136,,,1
01/10/2013 16:00:00,-6.136,,,1
01/10/2013 17:00:00,-6.388,,,1
01/10/2013 18:00:00,-6.61,,,1
01/10/2013 19:00:00,-7.316,,,1
01/10/2013 20:00:00,-7.543,,,1
01/10/2013 21:00:00,-8.43,,,1
01/10/2013 22:00:00,-8.463,,,1
01/10/2013 23:00:00,-8.53,,,1
01/11/2013 00:00:00,-9.269,,,1
01/11/2013 01:00:00,-10.162,,,1
01/11/2013 02:00:00,-10.686,,,1
01/11/2013 03:00:00,-9.644,,,1
01/11/2013 04:00:00,-9.61,,,1
01/11/2013 05:00:00,-11.218,,,1
01/11/2013 06:00:00,-11.147,,,1
01/11/2013 07:00:00,-10.686,,,1
01/11/2013 08:00:00,-10.722,,,1
01/11/2013 09:00:00,-11.29,,,1
01/11/2013 10:00:00,-11.147,,,1
01/11/2013 11:00:00,-11.433,,,1
01/11/2013 12:00:00,-7.706,,,1
01/11/2013 13:00:00,-8.797,,,1
01/11/2013 14:00:00,-6.738,,,1
01/11/2013 15:00:00,-8.165,,,1
01/11/2013 16:00:00,-8.132,,,1
01/11/2013 17:00:00,-9.679,,,1
01/11/2013 18:00:00,-10.616,,,1
01/11/2013 19:00:00,-10.546,,,1
01/11/2013 20:00:00,-10.686,,,1
01/11/2013 21:00:00,-9.885,,,1
01/11/2013 22:00:00,-9.851,,,1
01/11/2013 23:00:00,-10.722,,,1
01/12/2013 00:00:00,-11.794,,,1
01/12/2013 01:00:00,-11.29,,,1
01/12/2013 02:00:00,-10.827,,,1
01/12/2013 03:00:00,-11.29,,,1
01/12/2013 04:00:00,-12.863,,,1
01/12/2013 05:00:00,-8.364,,,1
01/12/2013 06:00:00,-7.155,,,1
01/12/2013 07:00:00,-9.747,,,1
01/12/2013 08:00:00,-10.162,,,1
01/12/2013 09:00:00,-9.679,,,1
01/12/2013 10:00:00,-9.919,,,1
01/12/2013 11:00:00,-9.439,,,1
01/12/2013 12:00:00,-5.233,,,1
01/12/2013 13:00:00,-6.357,,,1
01/12/2013 14:00:00,-4.046,,,1
01/12/2013 15:00:00,-6.231,,,1
01/12/2013 16:00:00,-5.948,,,1
01/12/2013 17:00:00,-8.999,,,1
01/12/2013 18:00:00,-8.864,,,1
01/12/2013 19:00:00,-9.033,,,1
01/12/2013 20:00:00,-10.301,,,1
01/12/2013 21:00:00,-10.127,,,1
01/12/2013 22:00:00,-9.439,,,1
01/12/2013 23:00:00,-7.608,,,1
01/13/2013 00:00:00,-7.219,,,1
01/13/2013 01:00:00,-7.771,,,1
01/13/2013 02:00:00,-7.284,,,1
01/13/2013 03:00:00,-6.357,,,1
01/13/2013 04:00:00,-6.357,,,1
01/13/2013 05:00:00,-8.497,,,1
01/13/2013 06:00:00,-8.53,,,1
01/13/2013 07:00:00,-8.497,,,1
01/13/2013 08:00:00,-9.168,,,1
01/13/2013 09:00:00,-8.297,,,1
01/13/2013 10:00:00,-7.381,,,1
01/13/2013 11:00:00,-6.01,,,1
01/13/2013 12:00:00,-4.106,,,1
01/13/2013 13:00:00,-3.153,,,1
01/13/2013 14:00:00,-3.866,,,1
01/13/2013 15:00:00,-3.896,,,1
