,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys,Temperature.air@OLYM_Gladys
11/28/2011 07:15:00,-5.666,,,1
11/28/2011 08:15:00,-6.546,,,1
11/28/2011 09:15:00,-7.122,,,1
11/28/2011 10:15:00,-5.573,,,1
11/28/2011 11:15:00,-3.776,,,1
11/28/2011 12:15:00,-3.776,,,1
11/28/2011 13:15:00,-4.864,,,1
11/28/2011 14:15:00,-3.986,,,1
11/28/2011 15:15:00,-4.196,,,1
11/28/2011 16:15:00,-4.016,,,1
11/28/2011 17:15:00,-3.33,,,1
11/28/2011 18:15:00,-4.62,,,1
11/28/2011 19:15:00,-4.257,,,1
11/28/2011 20:15:00,-4.317,,,1
11/28/2011 21:15:00,-2.304,,,1
11/28/2011 22:15:00,-2.77,,,1
11/28/2011 23:15:00,-2.595,,,1
11/29/2011 00:15:00,-2.217,,,1
11/29/2011 01:15:00,-2.246,,,1
11/29/2011 02:15:00,0.715,,,1
11/29/2011 03:15:00,0.051,,,1
11/29/2011 04:15:00,-0.283,,,1
11/29/2011 05:15:00,-0.76,,,1
11/29/2011 06:15:00,0.577,,,1
11/29/2011 07:15:00,0.329,,,1
11/29/2011 08:15:00,0.715,,,1
11/29/2011 09:15:00,0.439,,,1
11/29/2011 10:15:00,0.989,,,1
11/29/2011 11:15:00,1.126,,,1
11/29/2011 12:15:00,2.021,,,1
11/29/2011 13:15:00,1.453,,,1
11/29/2011 14:15:00,0.989,,,1
11/29/2011 15:15:00,-0.199,,,1
11/29/2011 16:15:00,-0.816,,,1
11/29/2011 17:15:00,-2.044,,,1
11/29/2011 18:15:00,-1.928,,,1
11/29/2011 19:15:00,-2.072,,,1
11/29/2011 20:15:00,-2.015,,,1
11/29/2011 21:15:00,-2.044,,,1
11/29/2011 22:15:00,-2.362,,,1
11/29/2011 23:15:00,-2.362,,,1
11/30/2011 00:15:00,-2.566,,,1
11/30/2011 01:15:00,-2.449,,,1
11/30/2011 02:15:00,-2.741,,,1
11/30/2011 03:15:00,-2.829,,,1
11/30/2011 04:15:00,-3.389,,,1
11/30/2011 05:15:00,-3.776,,,1
11/30/2011 06:15:00,-4.499,,,1
11/30/2011 07:15:00,-4.62,,,1
11/30/2011 08:15:00,-5.048,,,1
11/30/2011 09:15:00,-6.01,,,1
11/30/2011 10:15:00,-6.01,,,1
11/30/2011 11:15:00,-5.511,,,1
11/30/2011 12:15:00,-4.773,,,1
11/30/2011 13:15:00,-3.567,,,1
11/30/2011 14:15:00,-3.567,,,1
11/30/2011 15:15:00,-3.567,,,1
11/30/2011 16:15:00,-3.271,,,1
11/30/2011 17:15:00,-3.538,,,1
11/30/2011 18:15:00,-4.712,,,1
11/30/2011 19:15:00,-5.263,,,1
11/30/2011 20:15:00,-4.773,,,1
11/30/2011 21:15:00,-4.529,,,1
11/30/2011 22:15:00,-5.017,,,1
11/30/2011 23:15:00,-5.233,,,1
12/01/2011 00:15:00,-4.773,,,1
12/01/2011 01:15:00,-4.712,,,1
12/01/2011 02:15:00,-4.106,,,1
12/01/2011 03:15:00,-3.836,,,1
12/01/2011 04:15:00,-2.246,,,1
12/01/2011 05:15:00,-1.986,,,1
12/01/2011 06:15:00,-1.184,,,1
12/01/2011 07:15:00,0.19,,,1
12/01/2011 08:15:00,3.985,,,1
12/01/2011 09:15:00,3.906,,,1
12/01/2011 10:15:00,3.88,,,1
12/01/2011 11:15:00,4.636,,,1
12/01/2011 12:15:00,5.745,,,1
12/01/2011 13:15:00,6,,,1
12/01/2011 14:15:00,6.509,,,1
12/01/2011 15:15:00,6.535,,,1
12/01/2011 16:15:00,6.408,,,1
12/01/2011 17:15:00,5.411,,,1
12/01/2011 18:15:00,3.985,,,1
12/01/2011 19:15:00,4.115,,,1
12/01/2011 20:15:00,3.617,,,1
12/01/2011 21:15:00,1.859,,,1
12/01/2011 22:15:00,0.218,,,1
12/01/2011 23:15:00,0.107,,,1
12/02/2011 00:15:00,-0.619,,,1
12/02/2011 01:15:00,-1.756,,,1
12/02/2011 02:15:00,-2.478,,,1
12/02/2011 03:15:00,-3.508,,,1
12/02/2011 04:15:00,-3.716,,,1
12/02/2011 05:15:00,-4.016,,,1
12/02/2011 06:15:00,-3.926,,,1
12/02/2011 07:15:00,-4.408,,,1
12/02/2011 08:15:00,-4.166,,,1
12/02/2011 09:15:00,-4.438,,,1
12/02/2011 10:15:00,-4.226,,,1
12/02/2011 11:15:00,-5.604,,,1
12/02/2011 12:15:00,-5.666,,,1
12/02/2011 13:15:00,-3.508,,,1
12/02/2011 14:15:00,-2.624,,,1
12/02/2011 15:15:00,-2.072,,,1
12/02/2011 16:15:00,-1.469,,,1
12/02/2011 17:15:00,-1.184,,,1
12/02/2011 18:15:00,-3.478,,,1
12/02/2011 19:15:00,-1.412,,,1
12/02/2011 20:15:00,-2.976,,,1
12/02/2011 21:15:00,-5.449,,,1
12/02/2011 22:15:00,-4.773,,,1
12/02/2011 23:15:00,-4.559,,,1
12/03/2011 00:15:00,-4.317,,,1
12/03/2011 01:15:00,-3.746,,,1
12/03/2011 02:15:00,-3.597,,,1
12/03/2011 03:15:00,-2.8,,,1
12/03/2011 04:15:00,-2.917,,,1
12/03/2011 05:15:00,0.934,,,1
12/03/2011 06:15:00,1.751,,,1
12/03/2011 07:15:00,1.805,,,1
12/03/2011 08:15:00,0.715,,,1
12/03/2011 09:15:00,-0.283,,,1
12/03/2011 10:15:00,0.632,,,1
12/03/2011 11:15:00,0.907,,,1
12/03/2011 12:15:00,2.074,,,1
12/03/2011 13:15:00,1.967,,,1
12/03/2011 14:15:00,2.289,,,1
12/03/2011 15:15:00,2.236,,,1
12/03/2011 16:15:00,1.967,,,1
12/03/2011 17:15:00,1.453,,,1
12/03/2011 18:15:00,0.135,,,1
12/03/2011 19:15:00,1.289,,,1
12/03/2011 20:15:00,0.715,,,1
12/03/2011 21:15:00,-1.784,,,1
12/03/2011 22:15:00,-1.756,,,1
12/03/2011 23:15:00,-1.756,,,1
12/04/2011 00:15:00,-0.619,,,1
12/04/2011 01:15:00,-2.044,,,1
12/04/2011 02:15:00,-0.507,,,1
12/04/2011 03:15:00,-0.563,,,1
12/04/2011 04:15:00,-1.67,,,1
12/04/2011 05:15:00,-1.526,,,1
12/04/2011 06:15:00,-1.813,,,1
12/04/2011 07:15:00,-1.986,,,1
12/04/2011 08:15:00,-1.871,,,1
12/04/2011 09:15:00,-2.101,,,1
12/04/2011 10:15:00,-3.005,,,1
12/04/2011 11:15:00,-2.595,,,1
12/04/2011 12:15:00,-1.526,,,1
12/04/2011 13:15:00,-0.958,,,1
12/04/2011 14:15:00,-0.283,,,1
12/04/2011 15:15:00,0.135,,,1
12/04/2011 16:15:00,0.051,,,1
12/04/2011 17:15:00,-1.384,,,1
12/04/2011 18:15:00,-2.015,,,1
12/04/2011 19:15:00,-2.478,,,1
12/04/2011 20:15:00,-2.333,,,1
12/04/2011 21:15:00,-1.928,,,1
12/04/2011 22:15:00,0.934,,,1
12/04/2011 23:15:00,1.534,,,1
12/05/2011 00:15:00,1.751,,,1
12/05/2011 01:15:00,2.61,,,1
12/05/2011 02:15:00,1.994,,,1
12/05/2011 03:15:00,1.344,,,1
12/05/2011 04:15:00,-0.031,,,1
12/05/2011 05:15:00,-0.339,,,1
12/05/2011 06:15:00,-0.563,,,1
12/05/2011 07:15:00,0.301,,,1
12/05/2011 08:15:00,-0.845,,,1
12/05/2011 09:15:00,-0.675,,,1
12/05/2011 10:15:00,-0.059,,,1
12/05/2011 11:15:00,-0.115,,,1
12/05/2011 12:15:00,0.522,,,1
12/05/2011 13:15:00,2.717,,,1
12/05/2011 14:15:00,3.274,,,1
12/05/2011 15:15:00,4.141,,,1
12/05/2011 16:15:00,3.958,,,1
12/05/2011 17:15:00,3.564,,,1
12/05/2011 18:15:00,3.301,,,1
12/05/2011 19:15:00,0.356,,,1
12/05/2011 20:15:00,0.246,,,1
12/05/2011 21:15:00,1.751,,,1
12/05/2011 22:15:00,1.724,,,1
12/05/2011 23:15:00,4.999,,,1
12/06/2011 00:15:00,5.77,,,1
12/06/2011 01:15:00,5.231,,,1
12/06/2011 02:15:00,5.231,,,1
12/06/2011 03:15:00,3.854,,,1
12/06/2011 04:15:00,2.877,,,1
12/06/2011 05:15:00,0.55,,,1
12/06/2011 06:15:00,1.153,,,1
12/06/2011 07:15:00,3.854,,,1
12/06/2011 08:15:00,3.274,,,1
12/06/2011 09:15:00,5.334,,,1
12/06/2011 10:15:00,5.05,,,1
12/06/2011 11:15:00,5.179,,,1
12/06/2011 12:15:00,5.154,,,1
12/06/2011 13:15:00,4.973,,,1
12/06/2011 14:15:00,4.895,,,1
12/06/2011 15:15:00,4.35,,,1
12/06/2011 16:15:00,5.514,,,1
12/06/2011 17:15:00,4.74,,,1
12/06/2011 18:15:00,3.485,,,1
12/06/2011 19:15:00,2.744,,,1
12/06/2011 20:15:00,3.089,,,1
12/06/2011 21:15:00,3.142,,,1
12/06/2011 22:15:00,3.009,,,1
12/06/2011 23:15:00,3.248,,,1
12/07/2011 00:15:00,2.956,,,1
12/07/2011 01:15:00,2.155,,,1
12/07/2011 02:15:00,2.316,,,1
12/07/2011 03:15:00,1.832,,,1
12/07/2011 04:15:00,1.344,,,1
12/07/2011 05:15:00,0.687,,,1
12/07/2011 06:15:00,1.507,,,1
12/07/2011 07:15:00,0.66,,,1
12/07/2011 08:15:00,1.153,,,1
12/07/2011 09:15:00,1.371,,,1
12/07/2011 10:15:00,1.099,,,1
12/07/2011 11:15:00,0.301,,,1
12/07/2011 12:15:00,0.687,,,1
12/07/2011 13:15:00,0.273,,,1
12/07/2011 14:15:00,0.19,,,1
12/07/2011 15:15:00,0.024,,,1
12/07/2011 16:15:00,-2.362,,,1
12/07/2011 17:15:00,-1.441,,,1
12/07/2011 18:15:00,-3.449,,,1
12/07/2011 19:15:00,-2.829,,,1
12/07/2011 20:15:00,-4.106,,,1
12/07/2011 21:15:00,-4.076,,,1
12/07/2011 22:15:00,-3.123,,,1
12/07/2011 23:15:00,-3.567,,,1
12/08/2011 00:15:00,-2.683,,,1
12/08/2011 01:15:00,-2.246,,,1
12/08/2011 02:15:00,1.425,,,1
12/08/2011 03:15:00,0.079,,,1
12/08/2011 04:15:00,0.715,,,1
12/08/2011 05:15:00,-0.816,,,1
12/08/2011 06:15:00,0.495,,,1
12/08/2011 07:15:00,1.017,,,1
12/08/2011 08:15:00,-0.675,,,1
12/08/2011 09:15:00,0.467,,,1
12/08/2011 10:15:00,2.77,,,1
12/08/2011 11:15:00,2.61,,,1
12/08/2011 12:15:00,2.37,,,1
12/08/2011 13:15:00,1.913,,,1
12/08/2011 14:15:00,3.089,,,1
12/08/2011 15:15:00,5.024,,,1
12/08/2011 16:15:00,4.037,,,1
12/08/2011 17:15:00,2.797,,,1
12/08/2011 18:15:00,3.749,,,1
12/08/2011 19:15:00,2.584,,,1
12/08/2011 20:15:00,2.823,,,1
12/08/2011 21:15:00,2.477,,,1
12/08/2011 22:15:00,3.089,,,1
12/08/2011 23:15:00,3.168,,,1
12/09/2011 00:15:00,2.69,,,1
12/09/2011 01:15:00,2.717,,,1
12/09/2011 02:15:00,2.503,,,1
12/09/2011 03:15:00,3.036,,,1
12/09/2011 04:15:00,2.61,,,1
12/09/2011 05:15:00,2.664,,,1
12/09/2011 06:15:00,2.343,,,1
12/09/2011 07:15:00,2.289,,,1
12/09/2011 08:15:00,2.557,,,1
12/09/2011 09:15:00,2.37,,,1
12/09/2011 10:15:00,1.805,,,1
12/09/2011 11:15:00,2.557,,,1
12/09/2011 12:15:00,7.519,,,1
12/09/2011 13:15:00,8.369,,,1
12/09/2011 14:15:00,8.891,,,1
12/09/2011 15:15:00,7.116,,,1
12/09/2011 16:15:00,6.712,,,1
12/09/2011 17:15:00,9.04,,,1
12/09/2011 18:15:00,8.245,,,1
12/09/2011 19:15:00,7.77,,,1
12/09/2011 20:15:00,8.319,,,1
12/09/2011 21:15:00,8.742,,,1
12/09/2011 22:15:00,9.114,,,1
12/09/2011 23:15:00,8.618,,,1
12/10/2011 00:15:00,7.87,,,1
12/10/2011 01:15:00,6.737,,,1
12/10/2011 02:15:00,6.153,,,1
12/10/2011 03:15:00,5.616,,,1
12/10/2011 04:15:00,5.924,,,1
12/10/2011 05:15:00,5.385,,,1
12/10/2011 06:15:00,5.77,,,1
12/10/2011 07:15:00,3.749,,,1
12/10/2011 08:15:00,2.128,,,1
12/10/2011 09:15:00,-0.704,,,1
12/10/2011 10:15:00,0.356,,,1
12/10/2011 11:15:00,0.934,,,1
12/10/2011 12:15:00,0.632,,,1
12/10/2011 13:15:00,0.218,,,1
12/10/2011 14:15:00,-0.004,,,1
12/10/2011 15:15:00,-0.171,,,1
12/10/2011 16:15:00,-1.498,,,1
12/10/2011 17:15:00,-2.42,,,1
12/10/2011 18:15:00,-2.741,,,1
12/10/2011 19:15:00,-3.986,,,1
12/10/2011 20:15:00,-4.499,,,1
12/10/2011 21:15:00,-4.046,,,1
12/10/2011 22:15:00,-4.106,,,1
12/10/2011 23:15:00,-3.986,,,1
12/11/2011 00:15:00,-4.136,,,1
12/11/2011 01:15:00,-4.076,,,1
12/11/2011 02:15:00,-4.347,,,1
12/11/2011 03:15:00,-4.317,,,1
12/11/2011 04:15:00,-4.59,,,1
12/11/2011 05:15:00,-4.712,,,1
12/11/2011 06:15:00,-4.956,,,1
12/11/2011 07:15:00,-5.233,,,1
12/11/2011 08:15:00,-5.666,,,1
12/11/2011 09:15:00,-6.041,,,1
12/11/2011 10:15:00,-6.356,,,1
12/11/2011 11:15:00,-7.283,,,1
12/11/2011 12:15:00,-8.563,,,1
12/11/2011 13:15:00,-7.869,,,1
12/11/2011 14:15:00,-5.542,,,1
12/11/2011 15:15:00,-5.171,,,1
12/11/2011 16:15:00,-6.01,,,1
12/11/2011 17:15:00,-6.769,,,1
12/11/2011 18:15:00,-7.348,,,1
12/11/2011 19:15:00,-7.575,,,1
12/11/2011 20:15:00,-8.396,,,1
12/11/2011 21:15:00,-8.931,,,1
12/11/2011 22:15:00,-8.231,,,1
12/11/2011 23:15:00,-8.264,,,1
12/12/2011 00:15:00,-8.596,,,1
12/12/2011 01:15:00,-9.541,,,1
12/12/2011 02:15:00,-9.953,,,1
12/12/2011 03:15:00,-10.44,,,1
12/12/2011 04:15:00,-10.969,,,1
12/12/2011 05:15:00,-10.898,,,1
12/12/2011 06:15:00,-10.969,,,1
12/12/2011 07:15:00,-11.004,,,1
12/12/2011 08:15:00,-11.433,,,1
12/12/2011 09:15:00,-11.182,,,1
12/12/2011 10:15:00,-11.433,,,1
12/12/2011 11:15:00,-11.361,,,1
12/12/2011 12:15:00,-10.615,,,1
12/12/2011 13:15:00,-7.967,,,1
12/12/2011 14:15:00,-5.233,,,1
12/12/2011 15:15:00,-4.529,,,1
12/12/2011 16:15:00,-4.226,,,1
12/12/2011 17:15:00,-5.573,,,1
12/12/2011 18:15:00,-6.041,,,1
12/12/2011 19:15:00,-6.483,,,1
12/12/2011 20:15:00,-5.822,,,1
12/12/2011 21:15:00,-6.515,,,1
12/12/2011 22:15:00,-6.041,,,1
12/12/2011 23:15:00,-5.697,,,1
12/13/2011 00:15:00,-5.573,,,1
12/13/2011 01:15:00,-4.864,,,1
12/13/2011 02:15:00,-4.378,,,1
12/13/2011 03:15:00,-4.136,,,1
12/13/2011 04:15:00,-4.016,,,1
12/13/2011 05:15:00,-3.567,,,1
12/13/2011 06:15:00,-3.627,,,1
12/13/2011 07:15:00,-3.36,,,1
12/13/2011 08:15:00,-3.33,,,1
12/13/2011 09:15:00,-2.888,,,1
12/13/2011 10:15:00,-2.858,,,1
12/13/2011 11:15:00,-2.101,,,1
12/13/2011 12:15:00,0.825,,,1
12/13/2011 13:15:00,0.687,,,1
12/13/2011 14:15:00,0.301,,,1
12/13/2011 15:15:00,1.017,,,1
12/13/2011 16:15:00,-0.004,,,1
12/13/2011 17:15:00,-0.929,,,1
12/13/2011 18:15:00,-1.813,,,1
12/13/2011 19:15:00,-1.043,,,1
12/13/2011 20:15:00,-1.241,,,1
12/13/2011 21:15:00,-1.156,,,1
12/13/2011 22:15:00,-1.27,,,1
12/13/2011 23:15:00,-1.526,,,1
12/14/2011 00:15:00,-0.901,,,1
12/14/2011 01:15:00,-0.986,,,1
12/14/2011 02:15:00,-0.451,,,1
12/14/2011 03:15:00,-1.584,,,1
12/14/2011 04:15:00,-1.014,,,1
12/14/2011 05:15:00,-0.901,,,1
12/14/2011 06:15:00,-0.901,,,1
12/14/2011 07:15:00,-1.526,,,1
12/14/2011 08:15:00,-1.957,,,1
12/14/2011 09:15:00,-1.641,,,1
12/14/2011 10:15:00,-0.958,,,1
12/14/2011 11:15:00,-0.283,,,1
12/14/2011 12:15:00,0.742,,,1
12/14/2011 13:15:00,1.317,,,1
12/14/2011 14:15:00,1.507,,,1
12/14/2011 15:15:00,-0.339,,,1
12/14/2011 16:15:00,-0.311,,,1
12/14/2011 17:15:00,-1.641,,,1
12/14/2011 18:15:00,-2.101,,,1
12/14/2011 19:15:00,-3.241,,,1
12/14/2011 20:15:00,-3.449,,,1
12/14/2011 21:15:00,-3.538,,,1
12/14/2011 22:15:00,-3.926,,,1
12/14/2011 23:15:00,-3.716,,,1
12/15/2011 00:15:00,-3.094,,,1
12/15/2011 01:15:00,-3.064,,,1
12/15/2011 02:15:00,-3.064,,,1
12/15/2011 03:15:00,-2.449,,,1
12/15/2011 04:15:00,-2.159,,,1
12/15/2011 05:15:00,-1.871,,,1
12/15/2011 06:15:00,-1.727,,,1
12/15/2011 07:15:00,-1.784,,,1
12/15/2011 08:15:00,-1.698,,,1
12/15/2011 09:15:00,-1.584,,,1
12/15/2011 10:15:00,-1.641,,,1
12/15/2011 11:15:00,-2.537,,,1
12/15/2011 12:15:00,-2.712,,,1
12/15/2011 13:15:00,-0.958,,,1
12/15/2011 14:15:00,0.051,,,1
12/15/2011 15:15:00,-0.647,,,1
12/15/2011 16:15:00,0.577,,,1
12/15/2011 17:15:00,-0.958,,,1
12/15/2011 18:15:00,-0.171,,,1
12/15/2011 19:15:00,0.163,,,1
12/15/2011 20:15:00,0.55,,,1
12/15/2011 21:15:00,0.852,,,1
12/15/2011 22:15:00,0.797,,,1
12/15/2011 23:15:00,0.55,,,1
12/16/2011 00:15:00,0.934,,,1
12/16/2011 01:15:00,1.778,,,1
12/16/2011 02:15:00,1.967,,,1
12/16/2011 03:15:00,1.967,,,1
12/16/2011 04:15:00,2.289,,,1
12/16/2011 05:15:00,2.289,,,1
12/16/2011 06:15:00,1.832,,,1
12/16/2011 07:15:00,2.343,,,1
12/16/2011 08:15:00,2.637,,,1
12/16/2011 09:15:00,3.617,,,1
12/16/2011 10:15:00,3.617,,,1
12/16/2011 11:15:00,3.248,,,1
12/16/2011 12:15:00,3.459,,,1
12/16/2011 13:15:00,3.248,,,1
12/16/2011 14:15:00,3.459,,,1
12/16/2011 15:15:00,3.327,,,1
12/16/2011 16:15:00,3.248,,,1
12/16/2011 17:15:00,2.77,,,1
12/16/2011 18:15:00,2.53,,,1
12/16/2011 19:15:00,3.248,,,1
12/16/2011 20:15:00,3.459,,,1
12/16/2011 21:15:00,0.079,,,1
12/16/2011 22:15:00,-0.059,,,1
12/16/2011 23:15:00,-0.986,,,1
12/17/2011 00:15:00,-0.647,,,1
12/17/2011 01:15:00,3.985,,,1
12/17/2011 02:15:00,5.257,,,1
12/17/2011 03:15:00,5.154,,,1
12/17/2011 04:15:00,5.668,,,1
12/17/2011 05:15:00,5.821,,,1
12/17/2011 06:15:00,6.331,,,1
12/17/2011 07:15:00,6.204,,,1
12/17/2011 08:15:00,6.458,,,1
12/17/2011 09:15:00,6.331,,,1
12/17/2011 10:15:00,6.255,,,1
12/17/2011 11:15:00,6.382,,,1
12/17/2011 12:15:00,6.712,,,1
12/17/2011 13:15:00,6.839,,,1
12/17/2011 14:15:00,7.494,,,1
12/17/2011 15:15:00,7.569,,,1
12/17/2011 16:15:00,7.544,,,1
12/17/2011 17:15:00,7.268,,,1
12/17/2011 18:15:00,6.585,,,1
12/17/2011 19:15:00,5.591,,,1
12/17/2011 20:15:00,5.179,,,1
12/17/2011 21:15:00,4.35,,,1
12/17/2011 22:15:00,4.168,,,1
12/17/2011 23:15:00,3.354,,,1
12/18/2011 00:15:00,3.696,,,1
12/18/2011 01:15:00,2.021,,,1
12/18/2011 02:15:00,0.934,,,1
12/18/2011 03:15:00,0.852,,,1
12/18/2011 04:15:00,0.632,,,1
12/18/2011 05:15:00,0.246,,,1
12/18/2011 06:15:00,0.163,,,1
12/18/2011 07:15:00,-0.143,,,1
12/18/2011 08:15:00,-0.339,,,1
12/18/2011 09:15:00,-0.76,,,1
12/18/2011 10:15:00,-1.698,,,1
12/18/2011 11:15:00,-1.355,,,1
12/18/2011 12:15:00,-1.071,,,1
12/18/2011 13:15:00,-0.675,,,1
12/18/2011 14:15:00,-1.327,,,1
12/18/2011 15:15:00,-1.043,,,1
12/18/2011 16:15:00,-1.27,,,1
12/18/2011 17:15:00,-1.784,,,1
12/18/2011 18:15:00,-2.391,,,1
12/18/2011 19:15:00,-2.858,,,1
12/18/2011 20:15:00,-2.77,,,1
12/18/2011 21:15:00,-2.976,,,1
12/18/2011 22:15:00,-3.567,,,1
12/18/2011 23:15:00,-3.746,,,1
12/19/2011 00:15:00,-3.956,,,1
12/19/2011 01:15:00,-2.449,,,1
12/19/2011 02:15:00,-0.395,,,1
12/19/2011 03:15:00,-0.563,,,1
12/19/2011 04:15:00,0.797,,,1
12/19/2011 05:15:00,0.19,,,1
12/19/2011 06:15:00,0.384,,,1
12/19/2011 07:15:00,0.384,,,1
12/19/2011 08:15:00,0.218,,,1
12/19/2011 09:15:00,-0.283,,,1
12/19/2011 10:15:00,1.534,,,1
12/19/2011 11:15:00,1.805,,,1
12/19/2011 12:15:00,1.534,,,1
12/19/2011 13:15:00,1.643,,,1
12/19/2011 14:15:00,1.805,,,1
12/19/2011 15:15:00,2.503,,,1
12/19/2011 16:15:00,2.396,,,1
12/19/2011 17:15:00,1.913,,,1
12/19/2011 18:15:00,0.522,,,1
12/19/2011 19:15:00,1.126,,,1
12/19/2011 20:15:00,1.94,,,1
12/19/2011 21:15:00,1.643,,,1
12/19/2011 22:15:00,1.371,,,1
12/19/2011 23:15:00,1.697,,,1
12/20/2011 00:15:00,2.128,,,1
12/20/2011 01:15:00,2.155,,,1
12/20/2011 02:15:00,1.615,,,1
12/20/2011 03:15:00,0.742,,,1
12/20/2011 04:15:00,1.344,,,1
12/20/2011 05:15:00,1.317,,,1
12/20/2011 06:15:00,1.67,,,1
12/20/2011 07:15:00,2.262,,,1
12/20/2011 08:15:00,0.77,,,1
12/20/2011 09:15:00,-0.171,,,1
12/20/2011 10:15:00,-0.563,,,1
12/20/2011 11:15:00,-1.043,,,1
12/20/2011 12:15:00,-1.384,,,1
12/20/2011 13:15:00,-1.014,,,1
12/20/2011 14:15:00,-1.156,,,1
12/20/2011 15:15:00,-1.327,,,1
12/20/2011 16:15:00,-1.526,,,1
12/20/2011 17:15:00,-1.928,,,1
12/20/2011 18:15:00,-2.653,,,1
12/20/2011 19:15:00,-3.508,,,1
12/20/2011 20:15:00,-3.836,,,1
12/20/2011 21:15:00,-4.347,,,1
12/20/2011 22:15:00,-4.742,,,1
12/20/2011 23:15:00,-4.62,,,1
12/21/2011 00:15:00,-5.048,,,1
12/21/2011 01:15:00,-5.356,,,1
12/21/2011 02:15:00,-5.697,,,1
12/21/2011 03:15:00,-5.916,,,1
12/21/2011 04:15:00,-6.01,,,1
12/21/2011 05:15:00,-8.033,,,1
12/21/2011 06:15:00,-8.264,,,1
12/21/2011 07:15:00,-8.529,,,1
12/21/2011 08:15:00,-8.998,,,1
12/21/2011 09:15:00,-9.1,,,1
12/21/2011 10:15:00,-8.663,,,1
12/21/2011 11:15:00,-8.198,,,1
12/21/2011 12:15:00,-7.412,,,1
12/21/2011 13:15:00,-6.073,,,1
12/21/2011 14:15:00,-4.651,,,1
12/21/2011 15:15:00,-3.776,,,1
12/21/2011 16:15:00,-4.378,,,1
12/21/2011 17:15:00,-5.729,,,1
12/21/2011 18:15:00,-7.058,,,1
12/21/2011 19:15:00,-7.803,,,1
12/21/2011 20:15:00,-7.219,,,1
12/21/2011 21:15:00,-6.833,,,1
12/21/2011 22:15:00,-6.897,,,1
12/21/2011 23:15:00,-3.986,,,1
12/22/2011 00:15:00,-4.499,,,1
12/22/2011 01:15:00,-1.071,,,1
12/22/2011 02:15:00,-4.408,,,1
12/22/2011 03:15:00,-6.199,,,1
12/22/2011 04:15:00,-4.438,,,1
12/22/2011 05:15:00,-1.441,,,1
12/22/2011 06:15:00,-2.391,,,1
12/22/2011 07:15:00,-4.226,,,1
12/22/2011 08:15:00,-4.166,,,1
12/22/2011 09:15:00,-1.756,,,1
12/22/2011 10:15:00,-0.675,,,1
12/22/2011 11:15:00,-1.756,,,1
12/22/2011 12:15:00,0.246,,,1
12/22/2011 13:15:00,3.274,,,1
12/22/2011 14:15:00,3.854,,,1
12/22/2011 15:15:00,4.011,,,1
12/22/2011 16:15:00,3.775,,,1
12/22/2011 17:15:00,4.324,,,1
12/22/2011 18:15:00,3.643,,,1
12/22/2011 19:15:00,3.089,,,1
12/22/2011 20:15:00,2.85,,,1
12/22/2011 21:15:00,2.53,,,1
12/22/2011 22:15:00,2.45,,,1
12/22/2011 23:15:00,2.047,,,1
12/23/2011 00:15:00,1.994,,,1
12/23/2011 01:15:00,0.632,,,1
12/23/2011 02:15:00,0.605,,,1
12/23/2011 03:15:00,-0.311,,,1
12/23/2011 04:15:00,-0.423,,,1
12/23/2011 05:15:00,-0.423,,,1
12/23/2011 06:15:00,-0.986,,,1
12/23/2011 07:15:00,-1.412,,,1
12/23/2011 08:15:00,-1.784,,,1
12/23/2011 09:15:00,-2.072,,,1
12/23/2011 10:15:00,-1.555,,,1
12/23/2011 11:15:00,-1.241,,,1
12/23/2011 12:15:00,-0.619,,,1
12/23/2011 13:15:00,-0.76,,,1
12/23/2011 14:15:00,-1.213,,,1
12/23/2011 15:15:00,-1.241,,,1
12/23/2011 16:15:00,-1.27,,,1
12/23/2011 17:15:00,-1.355,,,1
12/23/2011 18:15:00,-1.213,,,1
12/23/2011 19:15:00,-0.929,,,1
12/23/2011 20:15:00,1.344,,,1
12/23/2011 21:15:00,0.605,,,1
12/23/2011 22:15:00,0.962,,,1
12/23/2011 23:15:00,2.61,,,1
12/24/2011 00:15:00,0.605,,,1
12/24/2011 01:15:00,0.797,,,1
12/24/2011 02:15:00,0.218,,,1
12/24/2011 03:15:00,1.044,,,1
12/24/2011 04:15:00,1.425,,,1
12/24/2011 05:15:00,1.67,,,1
12/24/2011 06:15:00,2.021,,,1
12/24/2011 07:15:00,1.425,,,1
12/24/2011 08:15:00,1.017,,,1
12/24/2011 09:15:00,1.751,,,1
12/24/2011 10:15:00,2.128,,,1
12/24/2011 11:15:00,2.262,,,1
12/24/2011 12:15:00,3.985,,,1
12/24/2011 13:15:00,3.775,,,1
12/24/2011 14:15:00,3.985,,,1
12/24/2011 15:15:00,3.775,,,1
12/24/2011 16:15:00,3.221,,,1
12/24/2011 17:15:00,4.168,,,1
12/24/2011 18:15:00,4.532,,,1
12/24/2011 19:15:00,4.272,,,1
12/24/2011 20:15:00,5.128,,,1
12/24/2011 21:15:00,5.205,,,1
12/24/2011 22:15:00,5.231,,,1
12/24/2011 23:15:00,5.05,,,1
12/25/2011 00:15:00,5.385,,,1
12/25/2011 01:15:00,5.668,,,1
12/25/2011 02:15:00,5.539,,,1
12/25/2011 03:15:00,5.411,,,1
12/25/2011 04:15:00,4.61,,,1
12/25/2011 05:15:00,4.141,,,1
