,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263,Water Temp.Bottom@OLYM-263
11/24/2008 23:24:15,2.182,,,1
11/25/2008 00:24:15,2.182,,,1
11/25/2008 01:24:15,2.182,,,1
11/25/2008 02:24:15,2.155,,,1
11/25/2008 03:24:15,2.182,,,1
11/25/2008 04:24:15,2.182,,,1
11/25/2008 05:24:15,2.209,,,1
11/25/2008 06:24:15,2.182,,,1
11/25/2008 07:24:15,2.155,,,1
11/25/2008 08:24:15,2.182,,,1
11/25/2008 09:24:15,2.209,,,1
11/25/2008 10:24:15,2.182,,,1
11/25/2008 11:24:15,2.209,,,1
11/25/2008 12:24:15,2.236,,,1
11/25/2008 13:24:15,2.236,,,1
11/25/2008 14:24:15,2.289,,,1
11/25/2008 15:24:15,2.262,,,1
11/25/2008 16:24:15,2.236,,,1
11/25/2008 17:24:15,2.289,,,1
11/25/2008 18:24:15,2.289,,,1
11/25/2008 19:24:15,2.289,,,1
11/25/2008 20:24:15,2.289,,,1
11/25/2008 21:24:15,2.262,,,1
11/25/2008 22:24:15,2.262,,,1
11/25/2008 23:24:15,2.289,,,1
11/26/2008 00:24:15,2.289,,,1
11/26/2008 01:24:15,2.289,,,1
11/26/2008 02:24:15,2.289,,,1
11/26/2008 03:24:15,2.289,,,1
11/26/2008 04:24:15,2.289,,,1
11/26/2008 05:24:15,2.316,,,1
11/26/2008 06:24:15,2.316,,,1
11/26/2008 07:24:15,2.316,,,1
11/26/2008 08:24:15,2.316,,,1
11/26/2008 09:24:15,2.316,,,1
11/26/2008 10:24:15,2.316,,,1
11/26/2008 11:24:15,2.37,,,1
11/26/2008 12:24:15,2.423,,,1
11/26/2008 13:24:15,2.45,,,1
11/26/2008 14:24:15,2.45,,,1
11/26/2008 15:24:15,2.423,,,1
11/26/2008 16:24:15,2.423,,,1
11/26/2008 17:24:15,2.423,,,1
11/26/2008 18:24:15,2.423,,,1
11/26/2008 19:24:15,2.45,,,1
11/26/2008 20:24:15,2.45,,,1
11/26/2008 21:24:15,2.45,,,1
11/26/2008 22:24:15,2.45,,,1
11/26/2008 23:24:15,2.45,,,1
11/27/2008 00:24:15,2.477,,,1
11/27/2008 01:24:15,2.45,,,1
11/27/2008 02:24:15,2.45,,,1
11/27/2008 03:24:15,2.477,,,1
11/27/2008 04:24:15,2.477,,,1
11/27/2008 05:24:15,2.477,,,1
11/27/2008 06:24:15,2.477,,,1
11/27/2008 07:24:15,2.503,,,1
11/27/2008 08:24:15,2.477,,,1
11/27/2008 09:24:15,2.477,,,1
11/27/2008 10:24:15,2.477,,,1
11/27/2008 11:24:15,2.503,,,1
11/27/2008 12:24:15,2.503,,,1
11/27/2008 13:24:15,2.53,,,1
11/27/2008 14:24:15,2.503,,,1
11/27/2008 15:24:15,2.503,,,1
11/27/2008 16:24:15,2.503,,,1
11/27/2008 17:24:15,2.503,,,1
11/27/2008 18:24:15,2.503,,,1
11/27/2008 19:24:15,2.503,,,1
11/27/2008 20:24:15,2.503,,,1
11/27/2008 21:24:15,2.53,,,1
11/27/2008 22:24:15,2.53,,,1
11/27/2008 23:24:15,2.53,,,1
11/28/2008 00:24:15,2.53,,,1
11/28/2008 01:24:15,2.53,,,1
11/28/2008 02:24:15,2.53,,,1
11/28/2008 03:24:15,2.53,,,1
11/28/2008 04:24:15,2.53,,,1
11/28/2008 05:24:15,2.53,,,1
11/28/2008 06:24:15,2.53,,,1
11/28/2008 07:24:15,2.53,,,1
11/28/2008 08:24:15,2.557,,,1
11/28/2008 09:24:15,2.557,,,1
11/28/2008 10:24:15,2.584,,,1
11/28/2008 11:24:15,2.584,,,1
11/28/2008 12:24:15,2.637,,,1
11/28/2008 13:24:15,2.637,,,1
11/28/2008 14:24:15,2.637,,,1
11/28/2008 15:24:15,2.61,,,1
11/28/2008 16:24:15,2.61,,,1
11/28/2008 17:24:15,2.61,,,1
11/28/2008 18:24:15,2.61,,,1
11/28/2008 19:24:15,2.61,,,1
11/28/2008 20:24:15,2.61,,,1
11/28/2008 21:24:15,2.61,,,1
11/28/2008 22:24:15,2.61,,,1
11/28/2008 23:24:15,2.637,,,1
11/29/2008 00:24:15,2.637,,,1
11/29/2008 01:24:15,2.637,,,1
11/29/2008 02:24:15,2.637,,,1
11/29/2008 03:24:15,2.61,,,1
11/29/2008 04:24:15,2.637,,,1
11/29/2008 05:24:15,2.637,,,1
11/29/2008 06:24:15,2.664,,,1
11/29/2008 07:24:15,2.664,,,1
11/29/2008 08:24:15,2.69,,,1
11/29/2008 09:24:15,2.664,,,1
11/29/2008 10:24:15,2.664,,,1
11/29/2008 11:24:15,2.717,,,1
11/29/2008 12:24:15,2.717,,,1
11/29/2008 13:24:15,2.744,,,1
11/29/2008 14:24:15,2.77,,,1
11/29/2008 15:24:15,2.77,,,1
11/29/2008 16:24:15,2.717,,,1
11/29/2008 17:24:15,2.717,,,1
11/29/2008 18:24:15,2.77,,,1
11/29/2008 19:24:15,2.77,,,1
11/29/2008 20:24:15,2.744,,,1
11/29/2008 21:24:15,2.77,,,1
11/29/2008 22:24:15,2.744,,,1
11/29/2008 23:24:15,2.77,,,1
11/30/2008 00:24:15,2.77,,,1
11/30/2008 01:24:15,2.717,,,1
11/30/2008 02:24:15,2.744,,,1
11/30/2008 03:24:15,2.797,,,1
11/30/2008 04:24:15,2.797,,,1
11/30/2008 05:24:15,2.717,,,1
11/30/2008 06:24:15,2.69,,,1
11/30/2008 07:24:15,2.823,,,1
11/30/2008 08:24:15,2.85,,,1
11/30/2008 09:24:15,2.85,,,1
11/30/2008 10:24:15,2.797,,,1
11/30/2008 11:24:15,2.77,,,1
11/30/2008 12:24:15,2.823,,,1
11/30/2008 13:24:15,2.797,,,1
11/30/2008 14:24:15,2.797,,,1
11/30/2008 15:24:15,2.823,,,1
11/30/2008 16:24:15,2.77,,,1
11/30/2008 17:24:15,2.823,,,1
11/30/2008 18:24:15,2.717,,,1
11/30/2008 19:24:15,2.664,,,1
11/30/2008 20:24:15,2.823,,,1
11/30/2008 21:24:15,2.877,,,1
11/30/2008 22:24:15,2.717,,,1
11/30/2008 23:24:15,2.717,,,1
12/01/2008 00:24:15,2.637,,,1
12/01/2008 01:24:15,2.744,,,1
12/01/2008 02:24:15,2.797,,,1
12/01/2008 03:24:15,2.797,,,1
12/01/2008 04:24:15,2.77,,,1
12/01/2008 05:24:15,2.77,,,1
12/01/2008 06:24:15,2.77,,,1
12/01/2008 07:24:15,2.744,,,1
12/01/2008 08:24:15,2.77,,,1
12/01/2008 09:24:15,2.744,,,1
12/01/2008 10:24:15,2.744,,,1
12/01/2008 11:24:15,2.823,,,1
12/01/2008 12:24:15,2.823,,,1
12/01/2008 13:24:15,2.85,,,1
12/01/2008 14:24:15,2.797,,,1
12/01/2008 15:24:15,2.77,,,1
12/01/2008 16:24:15,2.77,,,1
12/01/2008 17:24:15,2.823,,,1
12/01/2008 18:24:15,2.797,,,1
12/01/2008 19:24:15,2.797,,,1
12/01/2008 20:24:15,2.77,,,1
12/01/2008 21:24:15,2.823,,,1
12/01/2008 22:24:15,2.823,,,1
12/01/2008 23:24:15,2.77,,,1
12/02/2008 00:24:15,2.77,,,1
12/02/2008 01:24:15,2.77,,,1
12/02/2008 02:24:15,2.797,,,1
12/02/2008 03:24:15,2.823,,,1
12/02/2008 04:24:15,2.823,,,1
12/02/2008 05:24:15,2.85,,,1
12/02/2008 06:24:15,2.85,,,1
12/02/2008 07:24:15,2.823,,,1
12/02/2008 08:24:15,2.823,,,1
12/02/2008 09:24:15,2.823,,,1
12/02/2008 10:24:15,2.85,,,1
12/02/2008 11:24:15,2.956,,,1
12/02/2008 12:24:15,2.956,,,1
12/02/2008 13:24:15,2.903,,,1
12/02/2008 14:24:15,2.93,,,1
12/02/2008 15:24:15,2.93,,,1
12/02/2008 16:24:15,2.93,,,1
12/02/2008 17:24:15,2.93,,,1
12/02/2008 18:24:15,2.956,,,1
12/02/2008 19:24:15,2.93,,,1
12/02/2008 20:24:15,2.903,,,1
12/02/2008 21:24:15,2.983,,,1
12/02/2008 22:24:15,2.983,,,1
12/02/2008 23:24:15,2.983,,,1
12/03/2008 00:24:15,2.956,,,1
12/03/2008 01:24:15,2.956,,,1
12/03/2008 02:24:15,2.93,,,1
12/03/2008 03:24:15,2.956,,,1
12/03/2008 04:24:15,3.009,,,1
12/03/2008 05:24:15,2.983,,,1
12/03/2008 06:24:15,2.983,,,1
12/03/2008 07:24:15,2.983,,,1
12/03/2008 08:24:15,2.93,,,1
12/03/2008 09:24:15,3.009,,,1
12/03/2008 10:24:15,3.009,,,1
12/03/2008 11:24:15,3.063,,,1
12/03/2008 12:24:15,3.063,,,1
12/03/2008 13:24:15,3.089,,,1
12/03/2008 14:24:15,3.116,,,1
12/03/2008 15:24:15,3.142,,,1
12/03/2008 16:24:15,3.089,,,1
12/03/2008 17:24:15,3.142,,,1
12/03/2008 18:24:15,3.116,,,1
12/03/2008 19:24:15,3.089,,,1
12/03/2008 20:24:15,3.116,,,1
12/03/2008 21:24:15,3.142,,,1
12/03/2008 22:24:15,3.168,,,1
12/03/2008 23:24:15,3.116,,,1
12/04/2008 00:24:15,3.089,,,1
12/04/2008 01:24:15,3.142,,,1
12/04/2008 02:24:15,3.142,,,1
12/04/2008 03:24:15,3.168,,,1
12/04/2008 04:24:15,3.142,,,1
12/04/2008 05:24:15,3.142,,,1
12/04/2008 06:24:15,3.142,,,1
12/04/2008 07:24:15,3.142,,,1
12/04/2008 08:24:15,3.142,,,1
12/04/2008 09:24:15,3.142,,,1
12/04/2008 10:24:15,3.168,,,1
12/04/2008 11:24:15,3.168,,,1
12/04/2008 12:24:15,3.195,,,1
12/04/2008 13:24:15,3.195,,,1
12/04/2008 14:24:15,3.221,,,1
12/04/2008 15:24:15,3.248,,,1
12/04/2008 16:24:15,3.221,,,1
12/04/2008 17:24:15,3.221,,,1
12/04/2008 18:24:15,3.221,,,1
12/04/2008 19:24:15,3.221,,,1
12/04/2008 20:24:15,3.248,,,1
12/04/2008 21:24:15,3.248,,,1
12/04/2008 22:24:15,3.248,,,1
12/04/2008 23:24:15,3.221,,,1
12/05/2008 00:24:15,3.221,,,1
12/05/2008 01:24:15,3.248,,,1
12/05/2008 02:24:15,3.248,,,1
12/05/2008 03:24:15,3.248,,,1
12/05/2008 04:24:15,3.248,,,1
12/05/2008 05:24:15,3.248,,,1
12/05/2008 06:24:15,3.274,,,1
12/05/2008 07:24:15,3.274,,,1
12/05/2008 08:24:15,3.274,,,1
12/05/2008 09:24:15,3.248,,,1
12/05/2008 10:24:15,3.274,,,1
12/05/2008 11:24:15,3.38,,,1
12/05/2008 12:24:15,3.274,,,1
12/05/2008 13:24:15,3.354,,,1
12/05/2008 14:24:15,3.301,,,1
12/05/2008 15:24:15,3.327,,,1
12/05/2008 16:24:15,3.301,,,1
12/05/2008 17:24:15,3.301,,,1
12/05/2008 18:24:15,3.301,,,1
12/05/2008 19:24:15,3.301,,,1
12/05/2008 20:24:15,3.301,,,1
12/05/2008 21:24:15,3.301,,,1
12/05/2008 22:24:15,3.301,,,1
12/05/2008 23:24:15,3.301,,,1
12/06/2008 00:24:15,3.301,,,1
12/06/2008 01:24:15,3.301,,,1
12/06/2008 02:24:15,3.301,,,1
12/06/2008 03:24:15,3.301,,,1
12/06/2008 04:24:15,3.301,,,1
12/06/2008 05:24:15,3.327,,,1
12/06/2008 06:24:15,3.327,,,1
12/06/2008 07:24:15,3.327,,,1
12/06/2008 08:24:15,3.327,,,1
12/06/2008 09:24:15,3.327,,,1
12/06/2008 10:24:15,3.327,,,1
12/06/2008 11:24:15,3.327,,,1
12/06/2008 12:24:15,3.354,,,1
12/06/2008 13:24:15,3.38,,,1
12/06/2008 14:24:15,3.327,,,1
12/06/2008 15:24:15,3.327,,,1
12/06/2008 16:24:15,3.301,,,1
12/06/2008 17:24:15,3.38,,,1
12/06/2008 18:24:15,3.406,,,1
12/06/2008 19:24:15,3.38,,,1
12/06/2008 20:24:15,3.354,,,1
12/06/2008 21:24:15,3.354,,,1
12/06/2008 22:24:15,3.354,,,1
12/06/2008 23:24:15,3.38,,,1
12/07/2008 00:24:15,3.406,,,1
12/07/2008 01:24:15,3.38,,,1
12/07/2008 02:24:15,3.38,,,1
12/07/2008 03:24:15,3.38,,,1
12/07/2008 04:24:15,3.38,,,1
12/07/2008 05:24:15,3.406,,,1
12/07/2008 06:24:15,3.406,,,1
12/07/2008 07:24:15,3.406,,,1
12/07/2008 08:24:15,3.38,,,1
12/07/2008 09:24:15,3.406,,,1
12/07/2008 10:24:15,3.354,,,1
12/07/2008 11:24:15,3.301,,,1
12/07/2008 12:24:15,3.406,,,1
12/07/2008 13:24:15,3.406,,,1
12/07/2008 14:24:15,3.406,,,1
12/07/2008 15:24:15,3.354,,,1
12/07/2008 16:24:15,3.354,,,1
12/07/2008 17:24:15,3.38,,,1
12/07/2008 18:24:15,3.354,,,1
12/07/2008 19:24:15,3.38,,,1
12/07/2008 20:24:15,3.38,,,1
12/07/2008 21:24:15,3.406,,,1
12/07/2008 22:24:15,3.38,,,1
12/07/2008 23:24:15,3.354,,,1
12/08/2008 00:24:15,3.354,,,1
12/08/2008 01:24:15,3.38,,,1
12/08/2008 02:24:15,3.38,,,1
12/08/2008 03:24:15,3.406,,,1
12/08/2008 04:24:15,3.38,,,1
12/08/2008 05:24:15,3.406,,,1
12/08/2008 06:24:15,3.406,,,1
12/08/2008 07:24:15,3.38,,,1
12/08/2008 08:24:15,3.38,,,1
12/08/2008 09:24:15,3.38,,,1
12/08/2008 10:24:15,3.38,,,1
12/08/2008 11:24:15,3.406,,,1
12/08/2008 12:24:15,3.459,,,1
12/08/2008 13:24:15,3.459,,,1
12/08/2008 14:24:15,3.406,,,1
12/08/2008 15:24:15,3.433,,,1
12/08/2008 16:24:15,3.433,,,1
12/08/2008 17:24:15,3.406,,,1
12/08/2008 18:24:15,3.406,,,1
12/08/2008 19:24:15,3.433,,,1
12/08/2008 20:24:15,3.433,,,1
12/08/2008 21:24:15,3.433,,,1
12/08/2008 22:24:15,3.433,,,1
12/08/2008 23:24:15,3.459,,,1
12/09/2008 00:24:15,3.433,,,1
12/09/2008 01:24:15,3.433,,,1
12/09/2008 02:24:15,3.433,,,1
12/09/2008 03:24:15,3.459,,,1
12/09/2008 04:24:15,3.459,,,1
12/09/2008 05:24:15,3.459,,,1
12/09/2008 06:24:15,3.459,,,1
12/09/2008 07:24:15,3.459,,,1
12/09/2008 08:24:15,3.459,,,1
12/09/2008 09:24:15,3.459,,,1
12/09/2008 10:24:15,3.459,,,1
12/09/2008 11:24:15,3.459,,,1
12/09/2008 12:24:15,3.485,,,1
12/09/2008 13:24:15,3.459,,,1
12/09/2008 14:24:15,3.459,,,1
12/09/2008 15:24:15,3.406,,,1
12/09/2008 16:24:15,3.433,,,1
12/09/2008 17:24:15,3.433,,,1
12/09/2008 18:24:15,3.433,,,1
12/09/2008 19:24:15,3.433,,,1
12/09/2008 20:24:15,3.433,,,1
12/09/2008 21:24:15,3.433,,,1
12/09/2008 22:24:15,3.433,,,1
12/09/2008 23:24:15,3.433,,,1
12/10/2008 00:24:15,3.433,,,1
12/10/2008 01:24:15,3.433,,,1
12/10/2008 02:24:15,3.459,,,1
12/10/2008 03:24:15,3.459,,,1
12/10/2008 04:24:15,3.459,,,1
12/10/2008 05:24:15,3.433,,,1
12/10/2008 06:24:15,3.433,,,1
12/10/2008 07:24:15,3.459,,,1
12/10/2008 08:24:15,3.433,,,1
12/10/2008 09:24:15,3.433,,,1
12/10/2008 10:24:15,3.459,,,1
12/10/2008 11:24:15,3.459,,,1
12/10/2008 12:24:15,3.564,,,1
12/10/2008 13:24:15,3.512,,,1
12/10/2008 14:24:15,3.459,,,1
12/10/2008 15:24:15,3.512,,,1
12/10/2008 16:24:15,3.512,,,1
12/10/2008 17:24:15,3.512,,,1
12/10/2008 18:24:15,3.485,,,1
12/10/2008 19:24:15,3.512,,,1
12/10/2008 20:24:15,3.485,,,1
12/10/2008 21:24:15,3.485,,,1
12/10/2008 22:24:15,3.512,,,1
12/10/2008 23:24:15,3.485,,,1
12/11/2008 00:24:15,3.459,,,1
12/11/2008 01:24:15,3.485,,,1
12/11/2008 02:24:15,3.459,,,1
12/11/2008 03:24:15,3.485,,,1
12/11/2008 04:24:15,3.512,,,1
12/11/2008 05:24:15,3.512,,,1
12/11/2008 06:24:15,3.485,,,1
12/11/2008 07:24:15,3.485,,,1
12/11/2008 08:24:15,3.512,,,1
12/11/2008 09:24:15,3.512,,,1
12/11/2008 10:24:15,3.512,,,1
12/11/2008 11:24:15,3.512,,,1
12/11/2008 12:24:15,3.617,,,1
12/11/2008 13:24:15,3.538,,,1
12/11/2008 14:24:15,3.538,,,1
12/11/2008 15:24:15,3.591,,,1
12/11/2008 16:24:15,3.512,,,1
12/11/2008 17:24:15,3.538,,,1
12/11/2008 18:24:15,3.538,,,1
12/11/2008 19:24:15,3.538,,,1
12/11/2008 20:24:15,3.538,,,1
12/11/2008 21:24:15,3.538,,,1
12/11/2008 22:24:15,3.538,,,1
12/11/2008 23:24:15,3.538,,,1
12/12/2008 00:24:15,3.538,,,1
12/12/2008 01:24:15,3.538,,,1
12/12/2008 02:24:15,3.538,,,1
12/12/2008 03:24:15,3.538,,,1
12/12/2008 04:24:15,3.538,,,1
12/12/2008 05:24:15,3.564,,,1
12/12/2008 06:24:15,3.564,,,1
12/12/2008 07:24:15,3.564,,,1
12/12/2008 08:24:15,3.564,,,1
12/12/2008 09:24:15,3.538,,,1
12/12/2008 10:24:15,3.512,,,1
12/12/2008 11:24:15,3.512,,,1
12/12/2008 12:24:15,3.512,,,1
12/12/2008 13:24:15,3.512,,,1
12/12/2008 14:24:15,3.512,,,1
12/12/2008 15:24:15,3.512,,,1
12/12/2008 16:24:15,3.512,,,1
12/12/2008 17:24:15,3.512,,,1
12/12/2008 18:24:15,3.512,,,1
12/12/2008 19:24:15,3.512,,,1
12/12/2008 20:24:15,3.512,,,1
12/12/2008 21:24:15,3.512,,,1
12/12/2008 22:24:15,3.512,,,1
12/12/2008 23:24:15,3.512,,,1
12/13/2008 00:24:15,3.512,,,1
12/13/2008 01:24:15,3.512,,,1
12/13/2008 02:24:15,3.512,,,1
12/13/2008 03:24:15,3.512,,,1
12/13/2008 04:24:15,3.512,,,1
12/13/2008 05:24:15,3.512,,,1
12/13/2008 06:24:15,3.512,,,1
12/13/2008 07:24:15,3.512,,,1
12/13/2008 08:24:15,3.512,,,1
12/13/2008 09:24:15,3.512,,,1
12/13/2008 10:24:15,3.485,,,1
12/13/2008 11:24:15,3.485,,,1
12/13/2008 12:24:15,3.485,,,1
12/13/2008 13:24:15,3.485,,,1
12/13/2008 14:24:15,3.485,,,1
12/13/2008 15:24:15,3.485,,,1
12/13/2008 16:24:15,3.485,,,1
12/13/2008 17:24:15,3.485,,,1
12/13/2008 18:24:15,3.459,,,1
12/13/2008 19:24:15,3.485,,,1
12/13/2008 20:24:15,3.485,,,1
12/13/2008 21:24:15,3.485,,,1
12/13/2008 22:24:15,3.485,,,1
12/13/2008 23:24:15,3.485,,,1
12/14/2008 00:24:15,3.485,,,1
12/14/2008 01:24:15,3.485,,,1
12/14/2008 02:24:15,3.485,,,1
12/14/2008 03:24:15,3.459,,,1
12/14/2008 04:24:15,3.433,,,1
12/14/2008 05:24:15,3.433,,,1
12/14/2008 06:24:15,3.433,,,1
12/14/2008 07:24:15,3.433,,,1
12/14/2008 08:24:15,3.459,,,1
12/14/2008 09:24:15,3.459,,,1
12/14/2008 10:24:15,3.459,,,1
12/14/2008 11:24:15,3.459,,,1
12/14/2008 12:24:15,3.459,,,1
12/14/2008 13:24:15,3.459,,,1
12/14/2008 14:24:15,3.459,,,1
12/14/2008 15:24:15,3.459,,,1
12/14/2008 16:24:15,3.459,,,1
12/14/2008 17:24:15,3.459,,,1
12/14/2008 18:24:15,3.459,,,1
12/14/2008 19:24:15,3.459,,,1
12/14/2008 20:24:15,3.459,,,1
12/14/2008 21:24:15,3.459,,,1
12/14/2008 22:24:15,3.459,,,1
12/14/2008 23:24:15,3.459,,,1
12/15/2008 00:24:15,3.459,,,1
12/15/2008 01:24:15,3.459,,,1
12/15/2008 02:24:15,3.459,,,1
12/15/2008 03:24:15,3.433,,,1
12/15/2008 04:24:15,3.433,,,1
12/15/2008 05:24:15,3.433,,,1
12/15/2008 06:24:15,3.433,,,1
12/15/2008 07:24:15,3.406,,,1
12/15/2008 08:24:15,3.406,,,1
12/15/2008 09:24:15,3.406,,,1
12/15/2008 10:24:15,3.433,,,1
12/15/2008 11:24:15,3.433,,,1
12/15/2008 12:24:15,3.433,,,1
12/15/2008 13:24:15,3.433,,,1
12/15/2008 14:24:15,3.433,,,1
12/15/2008 15:24:15,3.433,,,1
12/15/2008 16:24:15,3.433,,,1
12/15/2008 17:24:15,3.433,,,1
12/15/2008 18:24:15,3.406,,,1
12/15/2008 19:24:15,3.406,,,1
12/15/2008 20:24:15,3.433,,,1
12/15/2008 21:24:15,3.433,,,1
12/15/2008 22:24:15,3.433,,,1
12/15/2008 23:24:15,3.433,,,1
12/16/2008 00:24:15,3.433,,,1
12/16/2008 01:24:15,3.433,,,1
12/16/2008 02:24:15,3.433,,,1
12/16/2008 03:24:15,3.433,,,1
12/16/2008 04:24:15,3.433,,,1
12/16/2008 05:24:15,3.433,,,1
12/16/2008 06:24:15,3.406,,,1
12/16/2008 07:24:15,3.433,,,1
12/16/2008 08:24:15,3.406,,,1
12/16/2008 09:24:15,3.433,,,1
12/16/2008 10:24:15,3.433,,,1
12/16/2008 11:24:15,3.433,,,1
12/16/2008 12:24:15,3.406,,,1
12/16/2008 13:24:15,3.433,,,1
12/16/2008 14:24:15,3.406,,,1
12/16/2008 15:24:15,3.406,,,1
12/16/2008 16:24:15,3.406,,,1
12/16/2008 17:24:15,3.406,,,1
12/16/2008 18:24:15,3.406,,,1
12/16/2008 19:24:15,3.406,,,1
12/16/2008 20:24:15,3.406,,,1
12/16/2008 21:24:15,3.406,,,1
12/16/2008 22:24:15,3.406,,,1
12/16/2008 23:24:15,3.406,,,1
12/17/2008 00:24:15,3.406,,,1
12/17/2008 01:24:15,3.406,,,1
12/17/2008 02:24:15,3.406,,,1
12/17/2008 03:24:15,3.406,,,1
12/17/2008 04:24:15,3.406,,,1
12/17/2008 05:24:15,3.406,,,1
12/17/2008 06:24:15,3.406,,,1
12/17/2008 07:24:15,3.406,,,1
12/17/2008 08:24:15,3.406,,,1
12/17/2008 09:24:15,3.406,,,1
12/17/2008 10:24:15,3.406,,,1
12/17/2008 11:24:15,3.406,,,1
12/17/2008 12:24:15,3.406,,,1
12/17/2008 13:24:15,3.406,,,1
12/17/2008 14:24:15,3.406,,,1
12/17/2008 15:24:15,3.406,,,1
12/17/2008 16:24:15,3.406,,,1
12/17/2008 17:24:15,3.406,,,1
12/17/2008 18:24:15,3.406,,,1
12/17/2008 19:24:15,3.406,,,1
12/17/2008 20:24:15,3.406,,,1
12/17/2008 21:24:15,3.406,,,1
12/17/2008 22:24:15,3.406,,,1
12/17/2008 23:24:15,3.406,,,1
12/18/2008 00:24:15,3.406,,,1
12/18/2008 01:24:15,3.406,,,1
12/18/2008 02:24:15,3.406,,,1
12/18/2008 03:24:15,3.406,,,1
12/18/2008 04:24:15,3.406,,,1
12/18/2008 05:24:15,3.406,,,1
12/18/2008 06:24:15,3.406,,,1
12/18/2008 07:24:15,3.406,,,1
12/18/2008 08:24:15,3.406,,,1
12/18/2008 09:24:15,3.406,,,1
12/18/2008 10:24:15,3.406,,,1
12/18/2008 11:24:15,3.406,,,1
12/18/2008 12:24:15,3.406,,,1
12/18/2008 13:24:15,3.406,,,1
12/18/2008 14:24:15,3.406,,,1
12/18/2008 15:24:15,3.406,,,1
12/18/2008 16:24:15,3.406,,,1
12/18/2008 17:24:15,3.406,,,1
12/18/2008 18:24:15,3.38,,,1
12/18/2008 19:24:15,3.406,,,1
12/18/2008 20:24:15,3.406,,,1
12/18/2008 21:24:15,3.38,,,1
12/18/2008 22:24:15,3.38,,,1
12/18/2008 23:24:15,3.38,,,1
12/19/2008 00:24:15,3.38,,,1
12/19/2008 01:24:15,3.38,,,1
12/19/2008 02:24:15,3.38,,,1
12/19/2008 03:24:15,3.406,,,1
12/19/2008 04:24:15,3.406,,,1
12/19/2008 05:24:15,3.406,,,1
12/19/2008 06:24:15,3.406,,,1
12/19/2008 07:24:15,3.406,,,1
12/19/2008 08:24:15,3.406,,,1
12/19/2008 09:24:15,3.406,,,1
12/19/2008 10:24:15,3.406,,,1
12/19/2008 11:24:15,3.406,,,1
12/19/2008 12:24:15,3.38,,,1
12/19/2008 13:24:15,3.38,,,1
12/19/2008 14:24:15,3.38,,,1
12/19/2008 15:24:15,3.38,,,1
12/19/2008 16:24:15,3.38,,,1
12/19/2008 17:24:15,3.38,,,1
12/19/2008 18:24:15,3.38,,,1
12/19/2008 19:24:15,3.38,,,1
12/19/2008 20:24:15,3.38,,,1
12/19/2008 21:24:15,3.38,,,1
12/19/2008 22:24:15,3.38,,,1
12/19/2008 23:24:15,3.38,,,1
12/20/2008 00:24:15,3.38,,,1
12/20/2008 01:24:15,3.38,,,1
12/20/2008 02:24:15,3.38,,,1
12/20/2008 03:24:15,3.38,,,1
12/20/2008 04:24:15,3.38,,,1
12/20/2008 05:24:15,3.38,,,1
12/20/2008 06:24:15,3.38,,,1
12/20/2008 07:24:15,3.38,,,1
12/20/2008 08:24:15,3.38,,,1
12/20/2008 09:24:15,3.38,,,1
12/20/2008 10:24:15,3.38,,,1
12/20/2008 11:24:15,3.38,,,1
12/20/2008 12:24:15,3.38,,,1
12/20/2008 13:24:15,3.38,,,1
12/20/2008 14:24:15,3.38,,,1
12/20/2008 15:24:15,3.38,,,1
12/20/2008 16:24:15,3.38,,,1
12/20/2008 17:24:15,3.38,,,1
12/20/2008 18:24:15,3.38,,,1
12/20/2008 19:24:15,3.38,,,1
12/20/2008 20:24:15,3.38,,,1
12/20/2008 21:24:15,3.38,,,1
12/20/2008 22:24:15,3.38,,,1
12/20/2008 23:24:15,3.38,,,1
12/21/2008 00:24:15,3.38,,,1
12/21/2008 01:24:15,3.38,,,1
12/21/2008 02:24:15,3.38,,,1
12/21/2008 03:24:15,3.38,,,1
12/21/2008 04:24:15,3.38,,,1
12/21/2008 05:24:15,3.38,,,1
12/21/2008 06:24:15,3.38,,,1
12/21/2008 07:24:15,3.38,,,1
12/21/2008 08:24:15,3.38,,,1
12/21/2008 09:24:15,3.38,,,1
12/21/2008 10:24:15,3.38,,,1
12/21/2008 11:24:15,3.38,,,1
12/21/2008 12:24:15,3.38,,,1
12/21/2008 13:24:15,3.38,,,1
12/21/2008 14:24:15,3.354,,,1
12/21/2008 15:24:15,3.38,,,1
12/21/2008 16:24:15,3.354,,,1
12/21/2008 17:24:15,3.38,,,1
12/21/2008 18:24:15,3.38,,,1
12/21/2008 19:24:15,3.354,,,1
12/21/2008 20:24:15,3.354,,,1
12/21/2008 21:24:15,3.38,,,1
12/21/2008 22:24:15,3.354,,,1
12/21/2008 23:24:15,3.38,,,1
12/22/2008 00:24:15,3.38,,,1
12/22/2008 01:24:15,3.38,,,1
12/22/2008 02:24:15,3.38,,,1
12/22/2008 03:24:15,3.38,,,1
12/22/2008 04:24:15,3.38,,,1
12/22/2008 05:24:15,3.38,,,1
12/22/2008 06:24:15,3.38,,,1
12/22/2008 07:24:15,3.38,,,1
12/22/2008 08:24:15,3.38,,,1
12/22/2008 09:24:15,3.38,,,1
12/22/2008 10:24:15,3.38,,,1
12/22/2008 11:24:15,3.38,,,1
12/22/2008 12:24:15,3.38,,,1
12/22/2008 13:24:15,3.38,,,1
