,Air Temp.Air@OLYM-498,Air Temp.Air@OLYM-498,Air Temp.Air@OLYM-498,Air Temp.Air@OLYM-498
09/28/2007 02:15:00,2.42,,,1
09/28/2007 03:15:00,0.94,,,1
09/28/2007 04:15:00,0.34,,,1
09/28/2007 05:15:00,0.34,,,1
09/28/2007 06:15:00,0.04,,,1
09/28/2007 07:15:00,0.04,,,1
09/28/2007 08:15:00,-0.54,,,1
09/28/2007 09:15:00,0.04,,,1
09/28/2007 10:15:00,1.53,,,1
09/28/2007 11:15:00,2.13,,,1
09/28/2007 12:15:00,2.72,,,1
09/28/2007 13:15:00,4.18,,,1
09/28/2007 14:15:00,4.18,,,1
09/28/2007 15:15:00,4.18,,,1
09/28/2007 16:15:00,3.01,,,1
09/28/2007 17:15:00,2.72,,,1
09/28/2007 18:15:00,2.13,,,1
09/28/2007 19:15:00,1.53,,,1
09/28/2007 20:15:00,0.64,,,1
09/28/2007 21:15:00,0.64,,,1
09/28/2007 22:15:00,0.34,,,1
09/28/2007 23:15:00,0.04,,,1
09/29/2007 00:15:00,-0.24,,,1
09/29/2007 01:15:00,-0.54,,,1
09/29/2007 02:15:00,-0.84,,,1
09/29/2007 03:15:00,-0.84,,,1
09/29/2007 04:15:00,-1.14,,,1
09/29/2007 05:15:00,-1.14,,,1
09/29/2007 06:15:00,-1.14,,,1
09/29/2007 07:15:00,-0.24,,,1
09/29/2007 08:15:00,0.34,,,1
09/29/2007 09:15:00,0.94,,,1
09/29/2007 10:15:00,0.94,,,1
09/29/2007 11:15:00,1.24,,,1
09/29/2007 12:15:00,0.94,,,1
09/29/2007 13:15:00,0.94,,,1
09/29/2007 14:15:00,1.24,,,1
09/29/2007 15:15:00,1.24,,,1
09/29/2007 16:15:00,1.24,,,1
09/29/2007 17:15:00,0.64,,,1
09/29/2007 18:15:00,0.64,,,1
09/29/2007 19:15:00,0.64,,,1
09/29/2007 20:15:00,0.94,,,1
09/29/2007 21:15:00,1.53,,,1
09/29/2007 22:15:00,1.53,,,1
09/29/2007 23:15:00,1.83,,,1
09/30/2007 00:15:00,2.42,,,1
09/30/2007 01:15:00,2.42,,,1
09/30/2007 02:15:00,2.42,,,1
09/30/2007 03:15:00,2.72,,,1
09/30/2007 04:15:00,2.72,,,1
09/30/2007 05:15:00,2.72,,,1
09/30/2007 06:15:00,2.42,,,1
09/30/2007 07:15:00,2.13,,,1
09/30/2007 08:15:00,1.83,,,1
09/30/2007 09:15:00,1.83,,,1
09/30/2007 10:15:00,1.53,,,1
09/30/2007 11:15:00,1.83,,,1
09/30/2007 12:15:00,1.53,,,1
09/30/2007 13:15:00,2.13,,,1
09/30/2007 14:15:00,3.01,,,1
09/30/2007 15:15:00,3.01,,,1
09/30/2007 16:15:00,3.3,,,1
09/30/2007 17:15:00,3.01,,,1
09/30/2007 18:15:00,3.3,,,1
09/30/2007 19:15:00,1.83,,,1
09/30/2007 20:15:00,1.83,,,1
09/30/2007 21:15:00,1.83,,,1
09/30/2007 22:15:00,1.24,,,1
09/30/2007 23:15:00,1.24,,,1
10/01/2007 00:15:00,1.24,,,1
10/01/2007 01:15:00,1.53,,,1
10/01/2007 02:15:00,1.24,,,1
10/01/2007 03:15:00,1.24,,,1
10/01/2007 04:15:00,1.24,,,1
10/01/2007 05:15:00,1.83,,,1
10/01/2007 06:15:00,2.13,,,1
10/01/2007 07:15:00,2.13,,,1
10/01/2007 08:15:00,2.13,,,1
10/01/2007 09:15:00,3.59,,,1
10/01/2007 10:15:00,3.89,,,1
10/01/2007 11:15:00,4.18,,,1
10/01/2007 12:15:00,3.89,,,1
10/01/2007 13:15:00,4.47,,,1
10/01/2007 14:15:00,4.18,,,1
10/01/2007 15:15:00,4.18,,,1
10/01/2007 16:15:00,3.89,,,1
10/01/2007 17:15:00,3.3,,,1
10/01/2007 18:15:00,3.3,,,1
10/01/2007 19:15:00,2.13,,,1
10/01/2007 20:15:00,2.42,,,1
10/01/2007 21:15:00,2.72,,,1
10/01/2007 22:15:00,2.72,,,1
10/01/2007 23:15:00,2.42,,,1
10/02/2007 00:15:00,2.72,,,1
10/02/2007 01:15:00,3.3,,,1
10/02/2007 02:15:00,3.59,,,1
10/02/2007 03:15:00,3.59,,,1
10/02/2007 04:15:00,3.59,,,1
10/02/2007 05:15:00,4.18,,,1
10/02/2007 06:15:00,4.18,,,1
10/02/2007 07:15:00,4.47,,,1
10/02/2007 08:15:00,4.76,,,1
10/02/2007 09:15:00,5.04,,,1
10/02/2007 10:15:00,5.04,,,1
10/02/2007 11:15:00,4.76,,,1
10/02/2007 12:15:00,4.47,,,1
10/02/2007 13:15:00,3.89,,,1
10/02/2007 14:15:00,3.59,,,1
10/02/2007 15:15:00,3.89,,,1
10/02/2007 16:15:00,4.18,,,1
10/02/2007 17:15:00,3.59,,,1
10/02/2007 18:15:00,1.83,,,1
10/02/2007 19:15:00,1.53,,,1
10/02/2007 20:15:00,2.13,,,1
10/02/2007 21:15:00,2.13,,,1
10/02/2007 22:15:00,1.83,,,1
10/02/2007 23:15:00,1.53,,,1
10/03/2007 00:15:00,1.53,,,1
10/03/2007 01:15:00,0.94,,,1
10/03/2007 02:15:00,0.64,,,1
10/03/2007 03:15:00,0.94,,,1
10/03/2007 04:15:00,0.64,,,1
10/03/2007 05:15:00,0.34,,,1
10/03/2007 06:15:00,0.04,,,1
10/03/2007 07:15:00,-0.24,,,1
10/03/2007 08:15:00,0.04,,,1
10/03/2007 09:15:00,0.04,,,1
10/03/2007 10:15:00,0.64,,,1
10/03/2007 11:15:00,1.24,,,1
10/03/2007 12:15:00,0.34,,,1
10/03/2007 13:15:00,1.83,,,1
10/03/2007 14:15:00,0.04,,,1
10/03/2007 15:15:00,0.34,,,1
10/03/2007 16:15:00,0.34,,,1
10/03/2007 17:15:00,0.04,,,1
10/03/2007 18:15:00,-0.24,,,1
10/03/2007 19:15:00,-0.54,,,1
10/03/2007 20:15:00,-0.54,,,1
10/03/2007 21:15:00,-0.84,,,1
10/03/2007 22:15:00,-0.84,,,1
10/03/2007 23:15:00,-1.14,,,1
10/04/2007 00:15:00,-1.14,,,1
10/04/2007 01:15:00,-1.14,,,1
10/04/2007 02:15:00,-1.14,,,1
10/04/2007 03:15:00,-1.14,,,1
10/04/2007 04:15:00,-1.14,,,1
10/04/2007 05:15:00,-1.44,,,1
10/04/2007 06:15:00,-1.44,,,1
10/04/2007 07:15:00,-1.44,,,1
10/04/2007 08:15:00,-1.44,,,1
10/04/2007 09:15:00,-0.54,,,1
10/04/2007 10:15:00,-0.84,,,1
10/04/2007 11:15:00,-0.24,,,1
10/04/2007 12:15:00,0.04,,,1
10/04/2007 13:15:00,-0.24,,,1
10/04/2007 14:15:00,0.04,,,1
10/04/2007 15:15:00,0.04,,,1
10/04/2007 16:15:00,0.04,,,1
10/04/2007 17:15:00,-0.54,,,1
10/04/2007 18:15:00,-0.24,,,1
10/04/2007 19:15:00,-0.54,,,1
10/04/2007 20:15:00,-1.14,,,1
10/04/2007 21:15:00,-0.84,,,1
10/04/2007 22:15:00,-0.84,,,1
10/04/2007 23:15:00,-1.14,,,1
10/05/2007 00:15:00,-1.14,,,1
10/05/2007 01:15:00,-1.75,,,1
10/05/2007 02:15:00,-2.36,,,1
10/05/2007 03:15:00,-2.06,,,1
10/05/2007 04:15:00,-2.36,,,1
10/05/2007 05:15:00,-2.06,,,1
10/05/2007 06:15:00,-1.75,,,1
10/05/2007 07:15:00,-1.75,,,1
10/05/2007 08:15:00,-2.06,,,1
10/05/2007 09:15:00,-1.75,,,1
10/05/2007 10:15:00,-0.84,,,1
10/05/2007 11:15:00,0.64,,,1
10/05/2007 12:15:00,3.01,,,1
10/05/2007 13:15:00,3.3,,,1
10/05/2007 14:15:00,1.24,,,1
10/05/2007 15:15:00,1.24,,,1
10/05/2007 16:15:00,1.24,,,1
10/05/2007 17:15:00,0.94,,,1
10/05/2007 18:15:00,0.94,,,1
10/05/2007 19:15:00,0.64,,,1
10/05/2007 20:15:00,0.04,,,1
10/05/2007 21:15:00,0.04,,,1
10/05/2007 22:15:00,0.04,,,1
10/05/2007 23:15:00,0.04,,,1
10/06/2007 00:15:00,0.94,,,1
10/06/2007 01:15:00,0.64,,,1
10/06/2007 02:15:00,0.04,,,1
10/06/2007 03:15:00,-0.24,,,1
10/06/2007 04:15:00,0.04,,,1
10/06/2007 05:15:00,0.04,,,1
10/06/2007 06:15:00,0.64,,,1
10/06/2007 07:15:00,0.64,,,1
10/06/2007 08:15:00,0.64,,,1
10/06/2007 09:15:00,0.94,,,1
10/06/2007 10:15:00,1.83,,,1
10/06/2007 11:15:00,1.83,,,1
10/06/2007 12:15:00,2.13,,,1
10/06/2007 13:15:00,3.01,,,1
10/06/2007 14:15:00,3.3,,,1
10/06/2007 15:15:00,3.59,,,1
10/06/2007 16:15:00,3.59,,,1
10/06/2007 17:15:00,3.3,,,1
10/06/2007 18:15:00,3.59,,,1
10/06/2007 19:15:00,3.89,,,1
10/06/2007 20:15:00,4.18,,,1
10/06/2007 21:15:00,5.04,,,1
10/06/2007 22:15:00,5.62,,,1
10/06/2007 23:15:00,5.91,,,1
10/07/2007 00:15:00,5.91,,,1
10/07/2007 01:15:00,5.91,,,1
10/07/2007 02:15:00,5.62,,,1
10/07/2007 03:15:00,5.33,,,1
10/07/2007 04:15:00,5.33,,,1
10/07/2007 05:15:00,5.62,,,1
10/07/2007 06:15:00,5.33,,,1
10/07/2007 07:15:00,5.33,,,1
10/07/2007 08:15:00,5.04,,,1
10/07/2007 09:15:00,5.04,,,1
10/07/2007 10:15:00,5.33,,,1
10/07/2007 11:15:00,5.91,,,1
10/07/2007 12:15:00,5.91,,,1
10/07/2007 13:15:00,6.2,,,1
10/07/2007 14:15:00,6.2,,,1
10/07/2007 15:15:00,3.89,,,1
10/07/2007 16:15:00,2.72,,,1
10/07/2007 17:15:00,3.59,,,1
10/07/2007 18:15:00,3.59,,,1
10/07/2007 19:15:00,3.01,,,1
10/07/2007 20:15:00,2.13,,,1
10/07/2007 21:15:00,1.24,,,1
10/07/2007 22:15:00,0.94,,,1
10/07/2007 23:15:00,0.34,,,1
10/08/2007 00:15:00,0.04,,,1
10/08/2007 01:15:00,0.04,,,1
10/08/2007 02:15:00,0.94,,,1
10/08/2007 03:15:00,0.64,,,1
10/08/2007 04:15:00,0.64,,,1
10/08/2007 05:15:00,0.34,,,1
10/08/2007 06:15:00,0.04,,,1
10/08/2007 07:15:00,0.34,,,1
10/08/2007 08:15:00,0.34,,,1
10/08/2007 09:15:00,0.94,,,1
10/08/2007 10:15:00,2.42,,,1
10/08/2007 11:15:00,3.59,,,1
10/08/2007 12:15:00,3.59,,,1
10/08/2007 13:15:00,4.76,,,1
10/08/2007 14:15:00,5.04,,,1
10/08/2007 15:15:00,4.47,,,1
10/08/2007 16:15:00,3.59,,,1
10/08/2007 17:15:00,4.47,,,1
10/08/2007 18:15:00,4.47,,,1
10/08/2007 19:15:00,4.47,,,1
10/08/2007 20:15:00,4.76,,,1
10/08/2007 21:15:00,5.04,,,1
10/08/2007 22:15:00,5.33,,,1
10/08/2007 23:15:00,5.91,,,1
10/09/2007 00:15:00,5.62,,,1
10/09/2007 01:15:00,6.49,,,1
10/09/2007 02:15:00,6.49,,,1
10/09/2007 03:15:00,7.06,,,1
10/09/2007 04:15:00,7.64,,,1
10/09/2007 05:15:00,7.93,,,1
10/09/2007 06:15:00,7.06,,,1
10/09/2007 07:15:00,7.64,,,1
10/09/2007 08:15:00,7.64,,,1
10/09/2007 09:15:00,8.22,,,1
10/09/2007 10:15:00,8.51,,,1
10/09/2007 11:15:00,7.64,,,1
10/09/2007 12:15:00,7.64,,,1
10/09/2007 13:15:00,7.06,,,1
10/09/2007 14:15:00,5.91,,,1
10/09/2007 15:15:00,5.33,,,1
10/09/2007 16:15:00,5.33,,,1
10/09/2007 17:15:00,5.04,,,1
10/09/2007 18:15:00,5.04,,,1
10/09/2007 19:15:00,4.76,,,1
10/09/2007 20:15:00,4.76,,,1
10/09/2007 21:15:00,4.76,,,1
10/09/2007 22:15:00,5.04,,,1
10/09/2007 23:15:00,4.18,,,1
10/10/2007 00:15:00,4.18,,,1
10/10/2007 01:15:00,4.18,,,1
10/10/2007 02:15:00,4.18,,,1
10/10/2007 03:15:00,3.59,,,1
10/10/2007 04:15:00,3.3,,,1
10/10/2007 05:15:00,3.01,,,1
10/10/2007 06:15:00,3.01,,,1
10/10/2007 07:15:00,3.01,,,1
10/10/2007 08:15:00,3.01,,,1
10/10/2007 09:15:00,3.59,,,1
10/10/2007 10:15:00,3.59,,,1
10/10/2007 11:15:00,3.89,,,1
10/10/2007 12:15:00,3.89,,,1
10/10/2007 13:15:00,4.76,,,1
10/10/2007 14:15:00,5.04,,,1
10/10/2007 15:15:00,4.18,,,1
10/10/2007 16:15:00,4.47,,,1
10/10/2007 17:15:00,3.59,,,1
10/10/2007 18:15:00,2.72,,,1
10/10/2007 19:15:00,1.83,,,1
10/10/2007 20:15:00,1.83,,,1
10/10/2007 21:15:00,0.64,,,1
10/10/2007 22:15:00,0.64,,,1
10/10/2007 23:15:00,0.34,,,1
10/11/2007 00:15:00,0.34,,,1
10/11/2007 01:15:00,0.34,,,1
10/11/2007 02:15:00,0.34,,,1
10/11/2007 03:15:00,0.04,,,1
10/11/2007 04:15:00,0.64,,,1
10/11/2007 05:15:00,0.34,,,1
10/11/2007 06:15:00,0.34,,,1
10/11/2007 07:15:00,0.04,,,1
10/11/2007 08:15:00,0.64,,,1
10/11/2007 09:15:00,2.13,,,1
10/11/2007 10:15:00,3.3,,,1
10/11/2007 11:15:00,3.59,,,1
10/11/2007 12:15:00,4.76,,,1
10/11/2007 13:15:00,5.33,,,1
10/11/2007 14:15:00,5.04,,,1
10/11/2007 15:15:00,5.33,,,1
10/11/2007 16:15:00,4.47,,,1
10/11/2007 17:15:00,4.47,,,1
10/11/2007 18:15:00,3.89,,,1
10/11/2007 19:15:00,3.01,,,1
10/11/2007 20:15:00,3.3,,,1
10/11/2007 21:15:00,3.01,,,1
10/11/2007 22:15:00,2.72,,,1
10/11/2007 23:15:00,3.59,,,1
10/12/2007 00:15:00,3.01,,,1
10/12/2007 01:15:00,3.3,,,1
10/12/2007 02:15:00,2.72,,,1
10/12/2007 03:15:00,3.01,,,1
10/12/2007 04:15:00,3.01,,,1
10/12/2007 05:15:00,2.72,,,1
10/12/2007 06:15:00,2.42,,,1
10/12/2007 07:15:00,2.72,,,1
10/12/2007 08:15:00,3.3,,,1
10/12/2007 09:15:00,4.18,,,1
10/12/2007 10:15:00,4.47,,,1
10/12/2007 11:15:00,5.91,,,1
10/12/2007 12:15:00,7.35,,,1
10/12/2007 13:15:00,6.78,,,1
10/12/2007 14:15:00,5.91,,,1
10/12/2007 15:15:00,5.04,,,1
10/12/2007 16:15:00,5.04,,,1
10/12/2007 17:15:00,5.33,,,1
10/12/2007 18:15:00,4.18,,,1
10/12/2007 19:15:00,3.59,,,1
10/12/2007 20:15:00,3.3,,,1
10/12/2007 21:15:00,2.72,,,1
10/12/2007 22:15:00,2.72,,,1
10/12/2007 23:15:00,2.72,,,1
10/13/2007 00:15:00,2.42,,,1
10/13/2007 01:15:00,2.42,,,1
10/13/2007 02:15:00,1.83,,,1
10/13/2007 03:15:00,1.83,,,1
10/13/2007 04:15:00,1.83,,,1
10/13/2007 05:15:00,2.13,,,1
10/13/2007 06:15:00,2.13,,,1
10/13/2007 07:15:00,2.13,,,1
10/13/2007 08:15:00,2.13,,,1
10/13/2007 09:15:00,2.72,,,1
10/13/2007 10:15:00,3.89,,,1
10/13/2007 11:15:00,6.49,,,1
10/13/2007 12:15:00,9.37,,,1
10/13/2007 13:15:00,10.81,,,1
10/13/2007 14:15:00,9.94,,,1
10/13/2007 15:15:00,9.08,,,1
10/13/2007 16:15:00,7.06,,,1
10/13/2007 17:15:00,6.2,,,1
10/13/2007 18:15:00,5.91,,,1
10/13/2007 19:15:00,6.2,,,1
10/13/2007 20:15:00,6.49,,,1
10/13/2007 21:15:00,6.49,,,1
10/13/2007 22:15:00,5.62,,,1
10/13/2007 23:15:00,4.76,,,1
10/14/2007 00:15:00,5.04,,,1
10/14/2007 01:15:00,5.33,,,1
10/14/2007 02:15:00,5.04,,,1
10/14/2007 03:15:00,4.76,,,1
10/14/2007 04:15:00,6.2,,,1
10/14/2007 05:15:00,7.64,,,1
10/14/2007 06:15:00,7.35,,,1
10/14/2007 07:15:00,6.49,,,1
10/14/2007 08:15:00,5.04,,,1
10/14/2007 09:15:00,6.2,,,1
10/14/2007 10:15:00,6.49,,,1
10/14/2007 11:15:00,9.66,,,1
10/14/2007 12:15:00,10.52,,,1
10/14/2007 13:15:00,9.08,,,1
10/14/2007 14:15:00,9.08,,,1
10/14/2007 15:15:00,9.08,,,1
10/14/2007 16:15:00,8.79,,,1
10/14/2007 17:15:00,7.64,,,1
10/14/2007 18:15:00,6.78,,,1
10/14/2007 19:15:00,5.62,,,1
10/14/2007 20:15:00,5.33,,,1
10/14/2007 21:15:00,5.33,,,1
10/14/2007 22:15:00,5.33,,,1
10/14/2007 23:15:00,5.33,,,1
10/15/2007 00:15:00,5.33,,,1
10/15/2007 01:15:00,5.33,,,1
10/15/2007 02:15:00,4.76,,,1
10/15/2007 03:15:00,5.04,,,1
10/15/2007 04:15:00,4.76,,,1
10/15/2007 05:15:00,4.76,,,1
10/15/2007 06:15:00,4.47,,,1
10/15/2007 07:15:00,5.04,,,1
10/15/2007 08:15:00,4.76,,,1
10/15/2007 09:15:00,6.2,,,1
10/15/2007 10:15:00,5.91,,,1
10/15/2007 11:15:00,4.76,,,1
10/15/2007 12:15:00,5.04,,,1
10/15/2007 13:15:00,5.62,,,1
10/15/2007 14:15:00,5.33,,,1
10/15/2007 15:15:00,5.62,,,1
10/15/2007 16:15:00,5.62,,,1
10/15/2007 17:15:00,4.76,,,1
10/15/2007 18:15:00,4.47,,,1
10/15/2007 19:15:00,4.18,,,1
10/15/2007 20:15:00,4.18,,,1
10/15/2007 21:15:00,4.18,,,1
10/15/2007 22:15:00,4.18,,,1
10/15/2007 23:15:00,1.53,,,1
10/16/2007 00:15:00,0.34,,,1
10/16/2007 01:15:00,-0.24,,,1
10/16/2007 02:15:00,-0.54,,,1
10/16/2007 03:15:00,-0.24,,,1
10/16/2007 04:15:00,-0.24,,,1
10/16/2007 05:15:00,-0.24,,,1
10/16/2007 06:15:00,-0.24,,,1
10/16/2007 07:15:00,-0.54,,,1
10/16/2007 08:15:00,-0.24,,,1
10/16/2007 09:15:00,0.04,,,1
10/16/2007 10:15:00,-0.24,,,1
10/16/2007 11:15:00,-0.54,,,1
10/16/2007 12:15:00,-0.24,,,1
10/16/2007 13:15:00,0.04,,,1
10/16/2007 14:15:00,0.34,,,1
10/16/2007 15:15:00,0.64,,,1
10/16/2007 16:15:00,0.64,,,1
10/16/2007 17:15:00,0.34,,,1
10/16/2007 18:15:00,-0.24,,,1
10/16/2007 19:15:00,-0.54,,,1
10/16/2007 20:15:00,-1.14,,,1
10/16/2007 21:15:00,-1.44,,,1
10/16/2007 22:15:00,-1.14,,,1
10/16/2007 23:15:00,-0.84,,,1
10/17/2007 00:15:00,-1.14,,,1
10/17/2007 01:15:00,-1.14,,,1
10/17/2007 02:15:00,-1.14,,,1
10/17/2007 03:15:00,-0.84,,,1
10/17/2007 04:15:00,-1.14,,,1
10/17/2007 05:15:00,-1.14,,,1
10/17/2007 06:15:00,-1.14,,,1
10/17/2007 07:15:00,-0.84,,,1
10/17/2007 08:15:00,-0.54,,,1
10/17/2007 09:15:00,-0.24,,,1
10/17/2007 10:15:00,0.04,,,1
10/17/2007 11:15:00,1.83,,,1
10/17/2007 12:15:00,0.94,,,1
10/17/2007 13:15:00,2.72,,,1
10/17/2007 14:15:00,1.83,,,1
10/17/2007 15:15:00,0.94,,,1
10/17/2007 16:15:00,0.64,,,1
10/17/2007 17:15:00,0.04,,,1
10/17/2007 18:15:00,-0.24,,,1
10/17/2007 19:15:00,-0.54,,,1
10/17/2007 20:15:00,-0.54,,,1
10/17/2007 21:15:00,-0.54,,,1
10/17/2007 22:15:00,-0.54,,,1
10/17/2007 23:15:00,-0.84,,,1
10/18/2007 00:15:00,-0.54,,,1
10/18/2007 01:15:00,-0.84,,,1
10/18/2007 02:15:00,-0.84,,,1
10/18/2007 03:15:00,-0.84,,,1
10/18/2007 04:15:00,-0.84,,,1
10/18/2007 05:15:00,-0.84,,,1
10/18/2007 06:15:00,-1.44,,,1
10/18/2007 07:15:00,-1.75,,,1
10/18/2007 08:15:00,-1.75,,,1
10/18/2007 09:15:00,-1.14,,,1
10/18/2007 10:15:00,-0.84,,,1
10/18/2007 11:15:00,-0.24,,,1
10/18/2007 12:15:00,0.04,,,1
10/18/2007 13:15:00,1.24,,,1
10/18/2007 14:15:00,3.01,,,1
10/18/2007 15:15:00,3.59,,,1
10/18/2007 16:15:00,3.59,,,1
10/18/2007 17:15:00,3.01,,,1
10/18/2007 18:15:00,1.83,,,1
10/18/2007 19:15:00,1.24,,,1
10/18/2007 20:15:00,1.24,,,1
10/18/2007 21:15:00,1.24,,,1
10/18/2007 22:15:00,1.83,,,1
10/18/2007 23:15:00,1.53,,,1
10/19/2007 00:15:00,1.53,,,1
10/19/2007 01:15:00,1.24,,,1
10/19/2007 02:15:00,1.24,,,1
10/19/2007 03:15:00,1.24,,,1
10/19/2007 04:15:00,0.94,,,1
10/19/2007 05:15:00,0.34,,,1
10/19/2007 06:15:00,0.34,,,1
10/19/2007 07:15:00,0.04,,,1
10/19/2007 08:15:00,0.34,,,1
10/19/2007 09:15:00,-0.84,,,1
10/19/2007 10:15:00,0.04,,,1
10/19/2007 11:15:00,-0.24,,,1
10/19/2007 12:15:00,0.04,,,1
10/19/2007 13:15:00,0.34,,,1
10/19/2007 14:15:00,-0.54,,,1
10/19/2007 15:15:00,-0.54,,,1
10/19/2007 16:15:00,-0.54,,,1
10/19/2007 17:15:00,-0.84,,,1
10/19/2007 18:15:00,-0.84,,,1
10/19/2007 19:15:00,-0.84,,,1
10/19/2007 20:15:00,-0.84,,,1
10/19/2007 21:15:00,-0.84,,,1
10/19/2007 22:15:00,-1.14,,,1
10/19/2007 23:15:00,-1.44,,,1
10/20/2007 00:15:00,-1.44,,,1
10/20/2007 01:15:00,-1.44,,,1
10/20/2007 02:15:00,-1.44,,,1
10/20/2007 03:15:00,-1.44,,,1
10/20/2007 04:15:00,-1.44,,,1
10/20/2007 05:15:00,-1.75,,,1
10/20/2007 06:15:00,-1.75,,,1
10/20/2007 07:15:00,-1.75,,,1
10/20/2007 08:15:00,-1.44,,,1
10/20/2007 09:15:00,-0.54,,,1
10/20/2007 10:15:00,-0.84,,,1
10/20/2007 11:15:00,0.64,,,1
10/20/2007 12:15:00,0.04,,,1
10/20/2007 13:15:00,1.24,,,1
10/20/2007 14:15:00,1.83,,,1
10/20/2007 15:15:00,1.24,,,1
10/20/2007 16:15:00,0.94,,,1
10/20/2007 17:15:00,0.64,,,1
10/20/2007 18:15:00,0.04,,,1
10/20/2007 19:15:00,0.04,,,1
10/20/2007 20:15:00,0.34,,,1
10/20/2007 21:15:00,0.94,,,1
10/20/2007 22:15:00,0.64,,,1
10/20/2007 23:15:00,0.34,,,1
10/21/2007 00:15:00,0.34,,,1
10/21/2007 01:15:00,0.04,,,1
10/21/2007 02:15:00,0.94,,,1
10/21/2007 03:15:00,0.34,,,1
10/21/2007 04:15:00,0.34,,,1
10/21/2007 05:15:00,0.34,,,1
10/21/2007 06:15:00,0.34,,,1
10/21/2007 07:15:00,-0.24,,,1
10/21/2007 08:15:00,0.04,,,1
10/21/2007 09:15:00,0.04,,,1
10/21/2007 10:15:00,0.64,,,1
10/21/2007 11:15:00,1.24,,,1
10/21/2007 12:15:00,1.53,,,1
10/21/2007 13:15:00,1.83,,,1
10/21/2007 14:15:00,2.13,,,1
10/21/2007 15:15:00,1.83,,,1
10/21/2007 16:15:00,1.83,,,1
10/21/2007 17:15:00,1.24,,,1
10/21/2007 18:15:00,0.94,,,1
10/21/2007 19:15:00,0.94,,,1
10/21/2007 20:15:00,1.53,,,1
10/21/2007 21:15:00,2.13,,,1
10/21/2007 22:15:00,3.01,,,1
10/21/2007 23:15:00,3.3,,,1
10/22/2007 00:15:00,3.3,,,1
10/22/2007 01:15:00,3.89,,,1
10/22/2007 02:15:00,4.47,,,1
10/22/2007 03:15:00,4.76,,,1
10/22/2007 04:15:00,4.47,,,1
10/22/2007 05:15:00,4.18,,,1
10/22/2007 06:15:00,3.89,,,1
10/22/2007 07:15:00,4.76,,,1
10/22/2007 08:15:00,5.04,,,1
10/22/2007 09:15:00,6.2,,,1
10/22/2007 10:15:00,6.78,,,1
10/22/2007 11:15:00,7.06,,,1
10/22/2007 12:15:00,8.22,,,1
10/22/2007 13:15:00,9.37,,,1
10/22/2007 14:15:00,10.52,,,1
10/22/2007 15:15:00,9.37,,,1
10/22/2007 16:15:00,9.08,,,1
10/22/2007 17:15:00,9.66,,,1
10/22/2007 18:15:00,6.78,,,1
10/22/2007 19:15:00,6.49,,,1
10/22/2007 20:15:00,6.49,,,1
10/22/2007 21:15:00,7.06,,,1
10/22/2007 22:15:00,6.78,,,1
10/22/2007 23:15:00,6.78,,,1
10/23/2007 00:15:00,5.91,,,1
10/23/2007 01:15:00,5.91,,,1
10/23/2007 02:15:00,5.91,,,1
10/23/2007 03:15:00,7.06,,,1
10/23/2007 04:15:00,6.78,,,1
10/23/2007 05:15:00,7.35,,,1
10/23/2007 06:15:00,7.93,,,1
10/23/2007 07:15:00,8.22,,,1
10/23/2007 08:15:00,7.93,,,1
10/23/2007 09:15:00,8.51,,,1
10/23/2007 10:15:00,9.37,,,1
10/23/2007 11:15:00,10.81,,,1
10/23/2007 12:15:00,15.72,,,1
10/23/2007 13:15:00,20.8,,,1
10/23/2007 14:15:00,17.2,,,1
10/23/2007 15:15:00,10.52,,,1
10/23/2007 16:15:00,10.23,,,1
10/23/2007 17:15:00,9.66,,,1
10/23/2007 18:15:00,10.81,,,1
10/23/2007 19:15:00,10.52,,,1
10/23/2007 20:15:00,10.52,,,1
10/23/2007 21:15:00,9.94,,,1
10/23/2007 22:15:00,7.06,,,1
10/23/2007 23:15:00,5.33,,,1
10/24/2007 00:15:00,6.2,,,1
10/24/2007 01:15:00,8.51,,,1
10/24/2007 02:15:00,7.64,,,1
10/24/2007 03:15:00,7.06,,,1
10/24/2007 04:15:00,5.62,,,1
10/24/2007 05:15:00,5.33,,,1
10/24/2007 06:15:00,6.78,,,1
10/24/2007 07:15:00,5.62,,,1
10/24/2007 08:15:00,6.49,,,1
10/24/2007 09:15:00,6.2,,,1
10/24/2007 10:15:00,5.04,,,1
10/24/2007 11:15:00,4.18,,,1
10/24/2007 12:15:00,4.18,,,1
10/24/2007 13:15:00,3.89,,,1
10/24/2007 14:15:00,3.89,,,1
10/24/2007 15:15:00,3.59,,,1
10/24/2007 16:15:00,3.01,,,1
10/24/2007 17:15:00,1.53,,,1
10/24/2007 18:15:00,0.64,,,1
10/24/2007 19:15:00,-0.24,,,1
10/24/2007 20:15:00,-0.24,,,1
10/24/2007 21:15:00,-0.54,,,1
10/24/2007 22:15:00,-1.14,,,1
10/24/2007 23:15:00,-1.14,,,1
10/25/2007 00:15:00,-1.14,,,1
10/25/2007 01:15:00,-1.14,,,1
10/25/2007 02:15:00,-1.14,,,1
10/25/2007 03:15:00,-1.14,,,1
10/25/2007 04:15:00,-2.36,,,1
10/25/2007 05:15:00,-2.67,,,1
10/25/2007 06:15:00,-2.97,,,1
10/25/2007 07:15:00,-2.97,,,1
10/25/2007 08:15:00,-2.97,,,1
10/25/2007 09:15:00,-2.06,,,1
10/25/2007 10:15:00,-2.06,,,1
