,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY,Water Temp.Bottom@OLYM_CZY
05/28/2012 17:19:38,4.141,,,1
05/28/2012 18:19:39,4.141,,,1
05/28/2012 19:19:40,4.141,,,1
05/28/2012 20:19:41,4.141,,,1
05/28/2012 21:19:42,4.141,,,1
05/28/2012 22:19:43,4.141,,,1
05/28/2012 23:19:44,4.141,,,1
05/29/2012 00:19:45,4.141,,,1
05/29/2012 01:19:46,4.141,,,1
05/29/2012 02:19:47,4.141,,,1
05/29/2012 03:19:48,4.141,,,1
05/29/2012 04:19:49,4.141,,,1
05/29/2012 05:19:50,4.141,,,1
05/29/2012 06:19:51,4.141,,,1
05/29/2012 07:19:52,4.141,,,1
05/29/2012 08:19:53,4.141,,,1
05/29/2012 09:19:54,4.141,,,1
05/29/2012 10:19:55,4.141,,,1
05/29/2012 11:19:56,4.141,,,1
05/29/2012 12:19:57,4.141,,,1
05/29/2012 13:19:58,4.141,,,1
05/29/2012 14:19:59,4.141,,,1
05/29/2012 15:20:00,4.141,,,1
05/29/2012 16:20:01,4.141,,,1
05/29/2012 17:20:02,4.141,,,1
05/29/2012 18:20:03,4.141,,,1
05/29/2012 19:20:04,4.141,,,1
05/29/2012 20:20:05,4.141,,,1
05/29/2012 21:20:06,4.141,,,1
05/29/2012 22:20:07,4.141,,,1
05/29/2012 23:20:08,4.141,,,1
05/30/2012 00:20:09,4.141,,,1
05/30/2012 01:20:10,4.141,,,1
05/30/2012 02:20:11,4.141,,,1
05/30/2012 03:20:12,4.141,,,1
05/30/2012 04:20:13,4.141,,,1
05/30/2012 05:20:14,4.141,,,1
05/30/2012 06:20:15,4.141,,,1
05/30/2012 07:20:16,4.141,,,1
05/30/2012 08:20:17,4.141,,,1
05/30/2012 09:20:18,4.141,,,1
05/30/2012 10:20:19,4.141,,,1
05/30/2012 11:20:20,4.141,,,1
05/30/2012 12:20:21,4.141,,,1
05/30/2012 13:20:22,4.141,,,1
05/30/2012 14:20:23,4.141,,,1
05/30/2012 15:20:24,4.141,,,1
05/30/2012 16:20:25,4.141,,,1
05/30/2012 17:20:26,4.141,,,1
05/30/2012 18:20:27,4.141,,,1
05/30/2012 19:20:28,4.141,,,1
05/30/2012 20:20:29,4.141,,,1
05/30/2012 21:20:30,4.141,,,1
05/30/2012 22:20:31,4.141,,,1
05/30/2012 23:20:32,4.115,,,1
05/31/2012 00:20:33,4.141,,,1
05/31/2012 01:20:34,4.141,,,1
05/31/2012 02:20:35,4.141,,,1
05/31/2012 03:20:36,4.141,,,1
05/31/2012 04:20:37,4.141,,,1
05/31/2012 05:20:38,4.115,,,1
05/31/2012 06:20:39,4.141,,,1
05/31/2012 07:20:40,4.115,,,1
05/31/2012 08:20:41,4.115,,,1
05/31/2012 09:20:42,4.141,,,1
05/31/2012 10:20:43,4.115,,,1
05/31/2012 11:20:44,4.141,,,1
05/31/2012 12:20:45,4.141,,,1
05/31/2012 13:20:46,4.141,,,1
05/31/2012 14:20:47,4.141,,,1
05/31/2012 15:20:48,4.115,,,1
05/31/2012 16:20:49,4.141,,,1
05/31/2012 17:20:50,4.115,,,1
05/31/2012 18:20:51,4.115,,,1
05/31/2012 19:20:52,4.141,,,1
05/31/2012 20:20:53,4.115,,,1
05/31/2012 21:20:54,4.115,,,1
05/31/2012 22:20:55,4.115,,,1
05/31/2012 23:20:56,4.115,,,1
06/01/2012 00:20:57,4.115,,,1
06/01/2012 01:20:58,4.115,,,1
06/01/2012 02:20:59,4.115,,,1
06/01/2012 03:21:00,4.141,,,1
06/01/2012 04:21:01,4.115,,,1
06/01/2012 05:21:02,4.115,,,1
06/01/2012 06:21:03,4.115,,,1
06/01/2012 07:21:04,4.115,,,1
06/01/2012 08:21:05,4.115,,,1
06/01/2012 09:21:06,4.115,,,1
06/01/2012 10:21:07,4.115,,,1
06/01/2012 11:21:08,4.115,,,1
06/01/2012 12:21:09,4.115,,,1
06/01/2012 13:21:10,4.115,,,1
06/01/2012 14:21:11,4.115,,,1
06/01/2012 15:21:12,4.115,,,1
06/01/2012 16:21:13,4.115,,,1
06/01/2012 17:21:14,4.115,,,1
06/01/2012 18:21:15,4.115,,,1
06/01/2012 19:21:16,4.115,,,1
06/01/2012 20:21:17,4.115,,,1
06/01/2012 21:21:18,4.115,,,1
06/01/2012 22:21:19,4.115,,,1
06/01/2012 23:21:20,4.115,,,1
06/02/2012 00:21:21,4.115,,,1
06/02/2012 01:21:22,4.115,,,1
06/02/2012 02:21:23,4.115,,,1
06/02/2012 03:21:24,4.115,,,1
06/02/2012 04:21:25,4.115,,,1
06/02/2012 05:21:26,4.115,,,1
06/02/2012 06:21:27,4.115,,,1
06/02/2012 07:21:28,4.115,,,1
06/02/2012 08:21:29,4.115,,,1
06/02/2012 09:21:30,4.115,,,1
06/02/2012 10:21:31,4.115,,,1
06/02/2012 11:21:32,4.115,,,1
06/02/2012 12:21:33,4.115,,,1
06/02/2012 13:21:34,4.115,,,1
06/02/2012 14:21:35,4.115,,,1
06/02/2012 15:21:36,4.115,,,1
06/02/2012 16:21:37,4.115,,,1
06/02/2012 17:21:38,4.115,,,1
06/02/2012 18:21:39,4.115,,,1
06/02/2012 19:21:40,4.115,,,1
06/02/2012 20:21:41,4.115,,,1
06/02/2012 21:21:42,4.115,,,1
06/02/2012 22:21:43,4.115,,,1
06/02/2012 23:21:44,4.115,,,1
06/03/2012 00:21:45,4.115,,,1
06/03/2012 01:21:46,4.115,,,1
06/03/2012 02:21:47,4.115,,,1
06/03/2012 03:21:48,4.115,,,1
06/03/2012 04:21:49,4.115,,,1
06/03/2012 05:21:50,4.115,,,1
06/03/2012 06:21:51,4.115,,,1
06/03/2012 07:21:52,4.115,,,1
06/03/2012 08:21:53,4.115,,,1
06/03/2012 09:21:54,4.115,,,1
06/03/2012 10:21:55,4.115,,,1
06/03/2012 11:21:56,4.115,,,1
06/03/2012 12:21:57,4.115,,,1
06/03/2012 13:21:58,4.115,,,1
06/03/2012 14:21:59,4.115,,,1
06/03/2012 15:22:00,4.115,,,1
06/03/2012 16:22:01,4.115,,,1
06/03/2012 17:22:02,4.115,,,1
06/03/2012 18:22:03,4.115,,,1
06/03/2012 19:22:04,4.115,,,1
06/03/2012 20:22:05,4.115,,,1
06/03/2012 21:22:06,4.115,,,1
06/03/2012 22:22:07,4.115,,,1
06/03/2012 23:22:08,4.115,,,1
06/04/2012 00:22:09,4.115,,,1
06/04/2012 01:22:10,4.115,,,1
06/04/2012 02:22:11,4.115,,,1
06/04/2012 03:22:12,4.115,,,1
06/04/2012 04:22:13,4.115,,,1
06/04/2012 05:22:14,4.115,,,1
06/04/2012 06:22:15,4.115,,,1
06/04/2012 07:22:16,4.115,,,1
06/04/2012 08:22:17,4.115,,,1
06/04/2012 09:22:18,4.115,,,1
06/04/2012 10:22:19,4.115,,,1
06/04/2012 11:22:20,4.115,,,1
06/04/2012 12:22:21,4.115,,,1
06/04/2012 13:22:22,4.115,,,1
06/04/2012 14:22:23,4.115,,,1
06/04/2012 15:22:24,4.115,,,1
06/04/2012 16:22:25,4.115,,,1
06/04/2012 17:22:26,4.115,,,1
06/04/2012 18:22:27,4.115,,,1
06/04/2012 19:22:28,4.115,,,1
06/04/2012 20:22:29,4.115,,,1
06/04/2012 21:22:30,4.115,,,1
06/04/2012 22:22:31,4.115,,,1
06/04/2012 23:22:32,4.115,,,1
06/05/2012 00:22:33,4.115,,,1
06/05/2012 01:22:34,4.115,,,1
06/05/2012 02:22:35,4.115,,,1
06/05/2012 03:22:36,4.115,,,1
06/05/2012 04:22:37,4.115,,,1
06/05/2012 05:22:38,4.115,,,1
06/05/2012 06:22:39,4.115,,,1
06/05/2012 07:22:40,4.115,,,1
06/05/2012 08:22:41,4.115,,,1
06/05/2012 09:22:42,4.115,,,1
06/05/2012 10:22:43,4.115,,,1
06/05/2012 11:22:44,4.115,,,1
06/05/2012 12:22:45,4.115,,,1
06/05/2012 13:22:46,4.115,,,1
06/05/2012 14:22:47,4.115,,,1
06/05/2012 15:22:48,4.115,,,1
06/05/2012 16:22:49,4.115,,,1
06/05/2012 17:22:50,4.115,,,1
06/05/2012 18:22:51,4.115,,,1
06/05/2012 19:22:52,4.115,,,1
06/05/2012 20:22:53,4.115,,,1
06/05/2012 21:22:54,4.089,,,1
06/05/2012 22:22:55,4.115,,,1
06/05/2012 23:22:56,4.115,,,1
06/06/2012 00:22:57,4.115,,,1
06/06/2012 01:22:58,4.115,,,1
06/06/2012 02:22:59,4.115,,,1
06/06/2012 03:23:00,4.115,,,1
06/06/2012 04:23:01,4.115,,,1
06/06/2012 05:23:02,4.089,,,1
06/06/2012 06:23:03,4.089,,,1
06/06/2012 07:23:04,4.115,,,1
06/06/2012 08:23:05,4.089,,,1
06/06/2012 09:23:06,4.089,,,1
06/06/2012 10:23:07,4.089,,,1
06/06/2012 11:23:08,4.089,,,1
06/06/2012 12:23:09,4.089,,,1
06/06/2012 13:23:10,4.115,,,1
06/06/2012 14:23:11,4.115,,,1
06/06/2012 15:23:12,4.089,,,1
06/06/2012 16:23:13,4.089,,,1
06/06/2012 17:23:14,4.089,,,1
06/06/2012 18:23:15,4.089,,,1
06/06/2012 19:23:16,4.089,,,1
06/06/2012 20:23:17,4.115,,,1
06/06/2012 21:23:18,4.089,,,1
06/06/2012 22:23:19,4.115,,,1
06/06/2012 23:23:20,4.089,,,1
06/07/2012 00:23:21,4.115,,,1
06/07/2012 01:23:22,4.115,,,1
06/07/2012 02:23:23,4.089,,,1
06/07/2012 03:23:24,4.089,,,1
06/07/2012 04:23:25,4.089,,,1
06/07/2012 05:23:26,4.089,,,1
06/07/2012 06:23:27,4.089,,,1
06/07/2012 07:23:28,4.089,,,1
06/07/2012 08:23:29,4.089,,,1
06/07/2012 09:23:30,4.089,,,1
06/07/2012 10:23:31,4.089,,,1
06/07/2012 11:23:32,4.089,,,1
06/07/2012 12:23:33,4.089,,,1
06/07/2012 13:23:34,4.089,,,1
06/07/2012 14:23:35,4.115,,,1
06/07/2012 15:23:36,4.089,,,1
06/07/2012 16:23:37,4.089,,,1
06/07/2012 17:23:38,4.089,,,1
06/07/2012 18:23:39,4.115,,,1
06/07/2012 19:23:40,4.089,,,1
06/07/2012 20:23:41,4.089,,,1
06/07/2012 21:23:42,4.089,,,1
06/07/2012 22:23:43,4.089,,,1
06/07/2012 23:23:44,4.089,,,1
06/08/2012 00:23:45,4.089,,,1
06/08/2012 01:23:46,4.089,,,1
06/08/2012 02:23:47,4.089,,,1
06/08/2012 03:23:48,4.089,,,1
06/08/2012 04:23:49,4.089,,,1
06/08/2012 05:23:50,4.089,,,1
06/08/2012 06:23:51,4.089,,,1
06/08/2012 07:23:52,4.089,,,1
06/08/2012 08:23:53,4.089,,,1
06/08/2012 09:23:54,4.089,,,1
06/08/2012 10:23:55,4.089,,,1
06/08/2012 11:23:56,4.089,,,1
06/08/2012 12:23:57,4.089,,,1
06/08/2012 13:23:58,4.089,,,1
06/08/2012 14:23:59,4.089,,,1
06/08/2012 15:24:00,4.089,,,1
06/08/2012 16:24:01,4.089,,,1
06/08/2012 17:24:02,4.089,,,1
06/08/2012 18:24:03,4.089,,,1
06/08/2012 19:24:04,4.089,,,1
06/08/2012 20:24:05,4.089,,,1
06/08/2012 21:24:06,4.089,,,1
06/08/2012 22:24:07,4.089,,,1
06/08/2012 23:24:08,4.089,,,1
06/09/2012 00:24:09,4.089,,,1
06/09/2012 01:24:10,4.089,,,1
06/09/2012 02:24:11,4.089,,,1
06/09/2012 03:24:12,4.089,,,1
06/09/2012 04:24:13,4.089,,,1
06/09/2012 05:24:14,4.089,,,1
06/09/2012 06:24:15,4.089,,,1
06/09/2012 07:24:16,4.089,,,1
06/09/2012 08:24:17,4.089,,,1
06/09/2012 09:24:18,4.089,,,1
06/09/2012 10:24:19,4.089,,,1
06/09/2012 11:24:20,4.089,,,1
06/09/2012 12:24:21,4.089,,,1
06/09/2012 13:24:22,4.089,,,1
06/09/2012 14:24:23,4.089,,,1
06/09/2012 15:24:24,4.089,,,1
06/09/2012 16:24:25,4.089,,,1
06/09/2012 17:24:26,4.089,,,1
06/09/2012 18:24:27,4.089,,,1
06/09/2012 19:24:28,4.089,,,1
06/09/2012 20:24:29,4.089,,,1
06/09/2012 21:24:30,4.089,,,1
06/09/2012 22:24:31,4.089,,,1
06/09/2012 23:24:32,4.089,,,1
06/10/2012 00:24:33,4.089,,,1
06/10/2012 01:24:34,4.089,,,1
06/10/2012 02:24:35,4.089,,,1
06/10/2012 03:24:36,4.089,,,1
06/10/2012 04:24:37,4.089,,,1
06/10/2012 05:24:38,4.089,,,1
06/10/2012 06:24:39,4.089,,,1
06/10/2012 07:24:40,4.089,,,1
06/10/2012 08:24:41,4.089,,,1
06/10/2012 09:24:42,4.089,,,1
06/10/2012 10:24:43,4.089,,,1
06/10/2012 11:24:44,4.089,,,1
06/10/2012 12:24:45,4.089,,,1
06/10/2012 13:24:46,4.089,,,1
06/10/2012 14:24:47,4.089,,,1
06/10/2012 15:24:48,4.089,,,1
06/10/2012 16:24:49,4.089,,,1
06/10/2012 17:24:50,4.089,,,1
06/10/2012 18:24:51,4.089,,,1
06/10/2012 19:24:52,4.089,,,1
06/10/2012 20:24:53,4.089,,,1
06/10/2012 21:24:54,4.089,,,1
06/10/2012 22:24:55,4.089,,,1
06/10/2012 23:24:56,4.089,,,1
06/11/2012 00:24:57,4.089,,,1
06/11/2012 01:24:58,4.089,,,1
06/11/2012 02:24:59,4.089,,,1
06/11/2012 03:25:00,4.089,,,1
06/11/2012 04:25:01,4.089,,,1
06/11/2012 05:25:02,4.089,,,1
06/11/2012 06:25:03,4.089,,,1
06/11/2012 07:25:04,4.089,,,1
06/11/2012 08:25:05,4.089,,,1
06/11/2012 09:25:06,4.089,,,1
06/11/2012 10:25:07,4.089,,,1
06/11/2012 11:25:08,4.089,,,1
06/11/2012 12:25:09,4.089,,,1
06/11/2012 13:25:10,4.089,,,1
06/11/2012 14:25:11,4.089,,,1
06/11/2012 15:25:12,4.089,,,1
06/11/2012 16:25:13,4.089,,,1
06/11/2012 17:25:14,4.089,,,1
06/11/2012 18:25:15,4.089,,,1
06/11/2012 19:25:16,4.089,,,1
06/11/2012 20:25:17,4.089,,,1
06/11/2012 21:25:18,4.089,,,1
06/11/2012 22:25:19,4.089,,,1
06/11/2012 23:25:20,4.089,,,1
06/12/2012 00:25:21,4.089,,,1
06/12/2012 01:25:22,4.089,,,1
06/12/2012 02:25:23,4.089,,,1
06/12/2012 03:25:24,4.089,,,1
06/12/2012 04:25:25,4.089,,,1
06/12/2012 05:25:26,4.089,,,1
06/12/2012 06:25:27,4.089,,,1
06/12/2012 07:25:28,4.089,,,1
06/12/2012 08:25:29,4.089,,,1
06/12/2012 09:25:30,4.089,,,1
06/12/2012 10:25:31,4.089,,,1
06/12/2012 11:25:32,4.089,,,1
06/12/2012 12:25:33,4.089,,,1
06/12/2012 13:25:34,4.089,,,1
06/12/2012 14:25:35,4.089,,,1
06/12/2012 15:25:36,4.089,,,1
06/12/2012 16:25:37,4.089,,,1
06/12/2012 17:25:38,4.089,,,1
06/12/2012 18:25:39,4.089,,,1
06/12/2012 19:25:40,4.089,,,1
06/12/2012 20:25:41,4.089,,,1
06/12/2012 21:25:42,4.089,,,1
06/12/2012 22:25:43,4.089,,,1
06/12/2012 23:25:44,4.089,,,1
06/13/2012 00:25:45,4.089,,,1
06/13/2012 01:25:46,4.089,,,1
06/13/2012 02:25:47,4.089,,,1
06/13/2012 03:25:48,4.089,,,1
06/13/2012 04:25:49,4.063,,,1
06/13/2012 05:25:50,4.063,,,1
06/13/2012 06:25:51,4.089,,,1
06/13/2012 07:25:52,4.063,,,1
06/13/2012 08:25:53,4.063,,,1
06/13/2012 09:25:54,4.063,,,1
06/13/2012 10:25:55,4.063,,,1
06/13/2012 11:25:56,4.063,,,1
06/13/2012 12:25:57,4.089,,,1
06/13/2012 13:25:58,4.089,,,1
06/13/2012 14:25:59,4.063,,,1
06/13/2012 15:26:00,4.063,,,1
06/13/2012 16:26:01,4.063,,,1
06/13/2012 17:26:02,4.063,,,1
06/13/2012 18:26:03,4.063,,,1
06/13/2012 19:26:04,4.089,,,1
06/13/2012 20:26:05,4.063,,,1
06/13/2012 21:26:06,4.063,,,1
06/13/2012 22:26:07,4.063,,,1
06/13/2012 23:26:08,4.063,,,1
06/14/2012 00:26:09,4.063,,,1
06/14/2012 01:26:10,4.063,,,1
06/14/2012 02:26:11,4.063,,,1
06/14/2012 03:26:12,4.063,,,1
06/14/2012 04:26:13,4.063,,,1
06/14/2012 05:26:14,4.063,,,1
06/14/2012 06:26:15,4.063,,,1
06/14/2012 07:26:16,4.063,,,1
06/14/2012 08:26:17,4.063,,,1
06/14/2012 09:26:18,4.063,,,1
06/14/2012 10:26:19,4.063,,,1
06/14/2012 11:26:20,4.063,,,1
06/14/2012 12:26:21,4.063,,,1
06/14/2012 13:26:22,4.063,,,1
06/14/2012 14:26:23,4.063,,,1
06/14/2012 15:26:24,4.063,,,1
06/14/2012 16:26:25,4.063,,,1
06/14/2012 17:26:26,4.063,,,1
06/14/2012 18:26:27,4.063,,,1
06/14/2012 19:26:28,4.063,,,1
06/14/2012 20:26:29,4.063,,,1
06/14/2012 21:26:30,4.063,,,1
06/14/2012 22:26:31,4.063,,,1
06/14/2012 23:26:32,4.063,,,1
06/15/2012 00:26:33,4.063,,,1
06/15/2012 01:26:34,4.063,,,1
06/15/2012 02:26:35,4.063,,,1
06/15/2012 03:26:36,4.063,,,1
06/15/2012 04:26:37,4.063,,,1
06/15/2012 05:26:38,4.063,,,1
06/15/2012 06:26:39,4.063,,,1
06/15/2012 07:26:40,4.063,,,1
06/15/2012 08:26:41,4.063,,,1
06/15/2012 09:26:42,4.063,,,1
06/15/2012 10:26:43,4.063,,,1
06/15/2012 11:26:44,4.063,,,1
06/15/2012 12:26:45,4.063,,,1
06/15/2012 13:26:46,4.063,,,1
06/15/2012 14:26:47,4.063,,,1
06/15/2012 15:26:48,4.063,,,1
06/15/2012 16:26:49,4.063,,,1
06/15/2012 17:26:50,4.063,,,1
06/15/2012 18:26:51,4.063,,,1
06/15/2012 19:26:52,4.063,,,1
06/15/2012 20:26:53,4.063,,,1
06/15/2012 21:26:54,4.063,,,1
06/15/2012 22:26:55,4.063,,,1
06/15/2012 23:26:56,4.063,,,1
06/16/2012 00:26:57,4.063,,,1
06/16/2012 01:26:58,4.063,,,1
06/16/2012 02:26:59,4.063,,,1
06/16/2012 03:27:00,4.063,,,1
06/16/2012 04:27:01,4.063,,,1
06/16/2012 05:27:02,4.063,,,1
06/16/2012 06:27:03,4.063,,,1
06/16/2012 07:27:04,4.063,,,1
06/16/2012 08:27:05,4.037,,,1
06/16/2012 09:27:06,4.037,,,1
06/16/2012 10:27:07,4.037,,,1
06/16/2012 11:27:08,4.037,,,1
06/16/2012 12:27:09,4.011,,,1
06/16/2012 13:27:10,4.011,,,1
06/16/2012 14:27:11,3.985,,,1
06/16/2012 15:27:12,3.985,,,1
06/16/2012 16:27:13,3.958,,,1
06/16/2012 17:27:14,3.932,,,1
06/16/2012 18:27:15,3.932,,,1
06/16/2012 19:27:16,3.906,,,1
06/16/2012 20:27:17,3.906,,,1
06/16/2012 21:27:18,3.88,,,1
06/16/2012 22:27:19,3.88,,,1
06/16/2012 23:27:20,3.88,,,1
06/17/2012 00:27:21,3.88,,,1
06/17/2012 01:27:22,3.854,,,1
06/17/2012 02:27:23,3.88,,,1
06/17/2012 03:27:24,3.854,,,1
06/17/2012 04:27:25,3.854,,,1
06/17/2012 05:27:26,3.88,,,1
06/17/2012 06:27:27,3.88,,,1
06/17/2012 07:27:28,3.88,,,1
06/17/2012 08:27:29,3.88,,,1
06/17/2012 09:27:30,3.88,,,1
06/17/2012 10:27:31,3.88,,,1
06/17/2012 11:27:32,3.88,,,1
06/17/2012 12:27:33,3.88,,,1
06/17/2012 13:27:34,3.906,,,1
06/17/2012 14:27:35,3.906,,,1
06/17/2012 15:27:36,3.906,,,1
06/17/2012 16:27:37,3.906,,,1
06/17/2012 17:27:38,3.906,,,1
06/17/2012 18:27:39,3.906,,,1
06/17/2012 19:27:40,3.906,,,1
06/17/2012 20:27:41,3.906,,,1
06/17/2012 21:27:42,3.932,,,1
06/17/2012 22:27:43,3.932,,,1
06/17/2012 23:27:44,3.932,,,1
06/18/2012 00:27:45,3.932,,,1
06/18/2012 01:27:46,3.932,,,1
06/18/2012 02:27:47,3.932,,,1
06/18/2012 03:27:48,3.932,,,1
06/18/2012 04:27:49,3.932,,,1
06/18/2012 05:27:50,3.932,,,1
06/18/2012 06:27:51,3.932,,,1
06/18/2012 07:27:52,3.958,,,1
06/18/2012 08:27:53,3.958,,,1
06/18/2012 09:27:54,3.958,,,1
06/18/2012 10:27:55,3.958,,,1
06/18/2012 11:27:56,3.958,,,1
06/18/2012 12:27:57,3.958,,,1
06/18/2012 13:27:58,3.958,,,1
06/18/2012 14:27:59,3.958,,,1
06/18/2012 15:28:00,3.985,,,1
06/18/2012 16:28:01,3.985,,,1
06/18/2012 17:28:02,3.985,,,1
06/18/2012 18:28:03,3.985,,,1
06/18/2012 19:28:04,3.985,,,1
06/18/2012 20:28:05,3.985,,,1
06/18/2012 21:28:06,3.985,,,1
06/18/2012 22:28:07,3.985,,,1
06/18/2012 23:28:08,3.985,,,1
06/19/2012 00:28:09,3.985,,,1
06/19/2012 01:28:10,3.985,,,1
06/19/2012 02:28:11,3.985,,,1
06/19/2012 03:28:12,3.985,,,1
06/19/2012 04:28:13,3.985,,,1
06/19/2012 05:28:14,3.985,,,1
06/19/2012 06:28:15,3.985,,,1
06/19/2012 07:28:16,3.985,,,1
06/19/2012 08:28:17,3.985,,,1
06/19/2012 09:28:18,4.011,,,1
06/19/2012 10:28:19,4.011,,,1
06/19/2012 11:28:20,4.011,,,1
06/19/2012 12:28:21,4.011,,,1
06/19/2012 13:28:22,4.011,,,1
06/19/2012 14:28:23,4.011,,,1
06/19/2012 15:28:24,4.011,,,1
06/19/2012 16:28:25,4.011,,,1
06/19/2012 17:28:26,4.011,,,1
06/19/2012 18:28:27,4.011,,,1
06/19/2012 19:28:28,4.011,,,1
06/19/2012 20:28:29,4.011,,,1
06/19/2012 21:28:30,4.011,,,1
06/19/2012 22:28:31,4.011,,,1
06/19/2012 23:28:32,4.011,,,1
06/20/2012 00:28:33,4.011,,,1
06/20/2012 01:28:34,4.011,,,1
06/20/2012 02:28:35,4.011,,,1
06/20/2012 03:28:36,4.011,,,1
06/20/2012 04:28:37,4.011,,,1
06/20/2012 05:28:38,4.011,,,1
06/20/2012 06:28:39,4.011,,,1
06/20/2012 07:28:40,4.011,,,1
06/20/2012 08:28:41,4.011,,,1
06/20/2012 09:28:42,4.011,,,1
06/20/2012 10:28:43,4.011,,,1
06/20/2012 11:28:44,4.011,,,1
06/20/2012 12:28:45,4.011,,,1
06/20/2012 13:28:46,4.011,,,1
06/20/2012 14:28:47,3.985,,,1
06/20/2012 15:28:48,3.985,,,1
06/20/2012 16:28:49,3.985,,,1
06/20/2012 17:28:50,3.985,,,1
06/20/2012 18:28:51,3.985,,,1
06/20/2012 19:28:52,3.985,,,1
06/20/2012 20:28:53,3.985,,,1
06/20/2012 21:28:54,3.985,,,1
06/20/2012 22:28:55,3.985,,,1
06/20/2012 23:28:56,3.985,,,1
06/21/2012 00:28:57,3.985,,,1
06/21/2012 01:28:58,3.958,,,1
06/21/2012 02:28:59,3.958,,,1
06/21/2012 03:29:00,3.958,,,1
06/21/2012 04:29:01,3.958,,,1
06/21/2012 05:29:02,3.958,,,1
06/21/2012 06:29:03,3.958,,,1
06/21/2012 07:29:04,3.958,,,1
06/21/2012 08:29:05,3.958,,,1
06/21/2012 09:29:06,3.958,,,1
06/21/2012 10:29:07,3.958,,,1
06/21/2012 11:29:08,3.958,,,1
06/21/2012 12:29:09,3.958,,,1
06/21/2012 13:29:10,3.932,,,1
06/21/2012 14:29:11,3.932,,,1
06/21/2012 15:29:12,3.932,,,1
06/21/2012 16:29:13,3.932,,,1
06/21/2012 17:29:14,3.932,,,1
06/21/2012 18:29:15,3.932,,,1
06/21/2012 19:29:16,3.932,,,1
06/21/2012 20:29:17,3.906,,,1
06/21/2012 21:29:18,3.906,,,1
06/21/2012 22:29:19,3.906,,,1
06/21/2012 23:29:20,3.906,,,1
06/22/2012 00:29:21,3.906,,,1
06/22/2012 01:29:22,3.88,,,1
06/22/2012 02:29:23,3.88,,,1
06/22/2012 03:29:24,3.88,,,1
06/22/2012 04:29:25,3.88,,,1
06/22/2012 05:29:26,3.88,,,1
06/22/2012 06:29:27,3.88,,,1
06/22/2012 07:29:28,3.88,,,1
06/22/2012 08:29:29,3.88,,,1
06/22/2012 09:29:30,3.88,,,1
06/22/2012 10:29:31,3.88,,,1
06/22/2012 11:29:32,3.88,,,1
06/22/2012 12:29:33,3.88,,,1
06/22/2012 13:29:34,3.88,,,1
06/22/2012 14:29:35,3.88,,,1
06/22/2012 15:29:36,3.88,,,1
06/22/2012 16:29:37,3.88,,,1
06/22/2012 17:29:38,3.88,,,1
06/22/2012 18:29:39,3.88,,,1
06/22/2012 19:29:40,3.88,,,1
06/22/2012 20:29:41,3.88,,,1
06/22/2012 21:29:42,3.88,,,1
06/22/2012 22:29:43,3.88,,,1
06/22/2012 23:29:44,3.88,,,1
06/23/2012 00:29:45,3.88,,,1
06/23/2012 01:29:46,3.88,,,1
06/23/2012 02:29:47,3.88,,,1
06/23/2012 03:29:48,3.88,,,1
06/23/2012 04:29:49,3.88,,,1
06/23/2012 05:29:50,3.88,,,1
06/23/2012 06:29:51,3.88,,,1
06/23/2012 07:29:52,3.88,,,1
06/23/2012 08:29:53,3.88,,,1
06/23/2012 09:29:54,3.88,,,1
06/23/2012 10:29:55,3.88,,,1
06/23/2012 11:29:56,3.88,,,1
06/23/2012 12:29:57,3.88,,,1
06/23/2012 13:29:58,3.88,,,1
06/23/2012 14:29:59,3.88,,,1
06/23/2012 15:30:00,3.88,,,1
06/23/2012 16:30:01,3.88,,,1
06/23/2012 17:30:02,3.88,,,1
06/23/2012 18:30:03,3.88,,,1
06/23/2012 19:30:04,3.88,,,1
06/23/2012 20:30:05,3.88,,,1
06/23/2012 21:30:06,3.854,,,1
06/23/2012 22:30:07,3.854,,,1
06/23/2012 23:30:08,3.854,,,1
06/24/2012 00:30:09,3.854,,,1
06/24/2012 01:30:10,3.854,,,1
06/24/2012 02:30:11,3.854,,,1
06/24/2012 03:30:12,3.854,,,1
06/24/2012 04:30:13,3.854,,,1
06/24/2012 05:30:14,3.854,,,1
06/24/2012 06:30:15,3.854,,,1
06/24/2012 07:30:16,3.854,,,1
06/24/2012 08:30:17,3.854,,,1
06/24/2012 09:30:18,3.88,,,1
06/24/2012 10:30:19,3.88,,,1
06/24/2012 11:30:20,3.88,,,1
06/24/2012 12:30:21,3.88,,,1
06/24/2012 13:30:22,3.88,,,1
06/24/2012 14:30:23,3.88,,,1
06/24/2012 15:30:24,3.88,,,1
06/24/2012 16:30:25,3.88,,,1
06/24/2012 17:30:26,3.88,,,1
06/24/2012 18:30:27,3.88,,,1
06/24/2012 19:30:28,3.88,,,1
06/24/2012 20:30:29,3.88,,,1
06/24/2012 21:30:30,3.88,,,1
06/24/2012 22:30:31,3.906,,,1
06/24/2012 23:30:32,3.906,,,1
06/25/2012 00:30:33,3.906,,,1
06/25/2012 01:30:34,3.906,,,1
06/25/2012 02:30:35,3.906,,,1
06/25/2012 03:30:36,3.906,,,1
06/25/2012 04:30:37,3.906,,,1
06/25/2012 05:30:38,3.906,,,1
06/25/2012 06:30:39,3.906,,,1
